limit,gender,education,marriage,age,behind1,behind2,behind3,behind4,behind5,behind6,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default
1071.52,1,2,2,25,2,2,4,3,2,2,676.52,878.72,854.4,830.75,798.96,836.07,214.3,0.0,0.0,0.0,64.29,0.0,1
12143.94,1,1,2,30,0,0,0,0,0,0,69.04,101.97,31.15,35.04,819.22,289.2,35.72,31.15,35.04,819.22,178.59,212.13,0
4286.1,1,2,2,68,2,2,0,0,0,0,4479.19,4422.5,4365.0,4359.21,4358.21,4646.09,157.16,158.44,156.09,158.59,450.04,160.73,1
6429.15,2,2,1,28,0,0,0,0,0,0,16.22,507.65,379.36,139.76,60.97,538.87,507.65,379.61,279.52,60.97,538.87,192.12,0
714.35,2,1,2,22,1,2,0,0,0,0,708.96,571.3,591.91,555.62,652.49,618.59,0.0,142.87,44.22,160.73,24.11,107.15,1
714.35,1,2,2,46,0,0,0,0,0,0,692.95,737.57,0.0,0.0,0.0,0.0,58.93,0.0,0.0,0.0,0.0,0.0,1
7143.49,2,1,2,28,1,0,3,2,2,0,0.0,12.29,12.29,12.29,0.0,0.0,12.29,0.0,0.0,0.0,0.0,8.93,0
1785.87,1,2,2,45,0,0,0,2,0,0,708.42,692.45,806.29,731.6,718.67,721.17,47.86,178.59,0.0,26.04,28.32,22.93,0
5357.62,1,1,2,29,2,0,0,0,0,0,270.1,378.93,503.65,625.88,675.56,1018.52,125.01,142.87,142.87,71.43,357.17,142.87,0
1785.87,2,2,1,32,1,2,2,2,0,0,1826.31,1771.37,1796.3,1733.44,975.37,983.62,0.0,171.44,0.0,42.86,42.86,50.0,0
12858.29,2,1,1,32,0,0,0,0,0,0,572.87,728.49,692.28,495.54,335.67,384.78,178.59,71.43,179.27,71.43,89.29,178.59,0
1785.87,2,1,2,22,2,2,0,0,0,0,162.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1785.87,2,1,2,25,0,0,0,0,2,2,1265.36,1296.79,1321.15,1377.23,1427.2,1368.44,71.43,71.43,107.15,107.15,0.0,110.37,0
6071.97,2,1,2,27,0,0,0,0,0,0,9.72,9.72,9.72,26.97,27.11,21.5,9.72,9.72,26.97,27.11,21.5,92.19,0
1785.87,1,2,2,28,0,0,0,0,0,0,1260.01,1236.79,1253.54,344.92,343.49,335.89,64.29,57.15,17.86,17.86,12.18,17.86,1
12858.29,1,1,2,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8215.02,2,2,1,54,0,0,2,2,0,0,6.68,118.83,110.72,0.0,0.0,0.0,118.83,0.0,0.0,0.0,0.0,0.0,0
12858.29,1,1,2,28,0,0,0,0,0,0,43.22,29.29,2308.92,4499.83,3806.91,4484.58,13.93,2704.53,2233.06,607.2,4721.85,5964.82,1
714.35,2,2,1,36,1,2,2,2,2,2,577.23,628.48,608.3,704.17,707.42,669.6,71.43,0.0,117.87,25.0,0.0,42.86,0
714.35,1,1,2,38,0,0,0,0,0,0,544.87,589.59,601.55,541.16,597.95,733.64,178.8,143.41,71.65,254.92,642.91,7.21,1
6071.97,1,1,2,37,0,0,0,0,0,0,154.8,47.97,38.5,49.72,57.36,355.57,47.97,38.5,49.72,57.36,355.57,156.51,1
7143.49,2,2,1,34,0,0,0,0,0,0,259.7,326.21,391.89,455.65,466.79,476.26,71.43,71.43,71.54,36.0,72.47,35.72,0
3571.75,2,2,2,35,0,0,0,0,0,0,37.36,96.44,78.11,24.22,72.86,33.72,96.51,78.11,24.22,72.86,0.0,0.0,0
5357.62,2,2,1,36,0,0,0,2,0,0,2995.02,3115.53,3437.91,3341.8,3447.09,2265.1,178.59,417.89,0.0,178.59,89.29,178.59,0
1785.87,2,1,2,25,1,2,2,2,2,2,1680.65,1714.72,1747.05,1780.41,1815.88,1768.09,71.43,71.43,71.43,67.86,67.86,57.15,1
10358.07,2,3,1,43,0,0,0,0,0,0,71.22,13.93,13.93,13.93,13.93,27.86,13.93,13.93,13.93,13.93,27.86,20.29,0
714.35,1,2,2,46,0,0,0,0,0,0,27.86,0.0,41.79,27.86,0.0,0.0,0.0,41.79,0.0,0.0,0.0,0.0,1
3928.92,2,1,2,25,0,0,0,0,0,0,3683.72,3562.14,3641.22,2960.01,2449.75,2344.78,171.44,178.59,142.87,107.15,89.29,92.87,0
3928.92,2,2,2,26,0,0,0,0,0,0,2263.63,2403.54,2412.22,2775.14,2960.55,3144.85,178.59,47.04,406.46,232.45,233.59,238.27,0
2857.4,2,2,1,24,0,0,0,0,0,0,557.94,134.3,48.86,0.0,50.75,0.0,134.58,48.86,0.0,50.75,0.0,0.0,0
10358.07,2,2,1,32,0,0,0,0,0,0,2793.11,2847.61,2889.19,2915.08,2702.42,2750.67,132.15,128.58,107.15,107.15,107.15,107.15,0
9286.54,2,2,1,43,0,0,0,0,0,0,24.65,89.29,0.0,0.0,0.0,0.0,89.29,0.0,0.0,0.0,0.0,0.0,0
7143.49,2,3,1,55,2,2,3,2,2,2,5679.69,5811.13,5827.06,5782.87,5922.21,6057.65,327.14,172.94,107.15,285.74,250.02,107.15,0
3571.75,1,3,1,50,2,3,2,2,3,2,2364.64,2305.6,2390.36,2579.12,2516.33,2578.05,0.0,142.87,250.02,0.0,107.15,107.15,0
1071.52,2,2,1,47,2,2,2,0,0,0,924.83,1093.95,1048.95,991.84,928.62,961.66,196.48,0.79,71.43,35.72,71.43,72.83,1
12143.94,2,2,1,37,0,0,0,0,0,0,257.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18930.26,1,1,1,35,0,0,0,0,0,0,12140.8,11968.25,11898.21,10870.72,10103.62,10320.39,435.32,451.43,397.29,342.89,358.17,605.3,0
12501.12,2,1,2,24,2,2,0,0,2,0,3083.92,3003.95,3078.1,3272.01,3096.88,3222.0,0.0,125.01,242.88,0.0,182.16,3750.33,1
12858.29,1,2,2,29,0,0,0,0,0,0,2402.82,1682.65,1393.59,0.0,244.13,198.66,357.17,178.59,0.0,244.13,0.0,71.76,0
1785.87,2,2,1,35,0,0,0,0,0,0,263.52,269.42,276.95,279.49,254.74,261.42,40.04,41.72,38.4,7.79,39.29,0.0,1
5357.62,1,1,2,30,0,0,0,0,0,0,239.59,39.22,68.15,56.76,354.25,-592.41,39.22,71.43,56.76,354.25,41.33,0.0,0
10000.89,1,2,2,39,0,0,0,0,0,0,223.27,446.5,174.05,145.41,-1.07,-1.07,449.22,174.91,149.16,0.0,0.0,0.0,0
8572.19,1,1,2,30,0,0,0,0,0,0,7625.07,7745.55,7876.2,7753.12,210.23,422.93,286.03,358.53,358.21,37.07,250.02,0.0,0
7857.84,1,1,2,34,0,0,0,0,0,0,638.45,122.55,-12.29,-12.29,-21.47,-21.47,122.55,0.0,0.0,0.0,0.0,0.0,1
4286.1,2,2,2,25,2,3,3,3,4,4,3380.12,3485.74,3590.89,3695.97,3746.26,3829.63,192.87,192.87,196.45,164.3,164.3,185.73,0
714.35,2,1,2,27,0,0,0,0,0,0,201.27,204.84,176.48,151.3,114.3,49.11,42.36,46.43,44.5,9.43,13.39,25.0,0
2857.4,1,3,1,45,0,0,0,0,0,0,951.41,944.26,953.16,1013.38,1012.41,974.34,53.22,71.43,71.43,107.15,178.59,30.9,0
8572.19,2,2,2,25,0,0,0,0,0,0,6277.85,6379.14,6523.4,6653.27,6798.36,6927.8,232.16,250.02,238.59,252.52,248.38,531.12,0
2857.4,1,1,2,29,0,0,0,0,0,0,77.51,627.27,632.52,558.3,478.69,471.36,627.48,107.69,71.72,36.04,71.61,18.11,0
5000.45,1,1,2,33,0,0,0,0,0,0,4579.44,4753.28,4872.29,4874.76,4822.29,4762.0,250.02,250.02,250.02,196.45,214.3,165.16,0
11786.77,2,2,1,39,1,0,0,0,2,0,0.0,49.29,0.0,14.43,14.43,872.22,49.29,0.0,14.43,0.0,872.22,17.14,0
17501.56,2,2,2,52,0,0,0,0,0,0,6855.5,6941.58,7229.22,1665.65,1700.94,1816.02,254.77,405.93,60.72,62.15,143.8,73.58,0
2857.4,2,2,1,49,0,0,0,0,0,0,2841.15,2890.69,797.21,813.11,835.54,838.29,132.44,48.72,28.9,35.32,33.22,43.43,1
8929.37,1,1,1,53,1,0,0,0,0,0,0.0,149.66,767.93,0.0,363.6,274.31,149.66,917.58,0.0,363.6,274.31,0.0,1
1785.87,1,1,2,25,0,0,0,0,0,0,495.97,534.26,561.69,41.0,0.0,0.0,107.15,178.59,41.0,0.0,0.0,0.0,0
9643.72,2,2,1,33,0,0,0,0,0,0,410.36,316.96,127.4,55.58,284.03,385.53,316.96,127.4,55.58,284.03,142.87,71.43,0
3214.57,1,2,1,42,2,2,2,2,2,0,3420.77,3410.63,3381.77,3356.19,3234.04,3233.47,142.87,125.01,125.01,0.0,125.01,150.01,0
17858.74,2,2,1,49,0,0,0,0,0,0,130.19,98.01,35.72,594.3,252.92,0.0,98.01,35.9,594.3,5.07,0.0,365.03,0
5357.62,1,1,1,49,0,0,0,2,0,0,735.92,772.0,876.33,849.29,866.33,879.72,48.54,117.15,0.0,35.72,26.79,24.32,0
714.35,1,2,2,24,0,0,0,0,0,0,146.12,189.87,230.98,267.88,267.77,291.81,46.43,50.0,46.43,9.64,28.4,0.0,0
17858.74,2,1,2,46,0,0,0,0,0,0,1190.53,5839.81,2163.05,3740.83,1465.06,223.52,5839.81,2505.94,3740.83,1465.06,223.52,2512.94,0
5357.62,2,1,2,25,0,0,0,2,0,0,2815.36,2875.76,3110.85,3029.06,3065.35,3125.42,107.15,282.17,0.0,117.87,114.3,117.87,0
7500.67,1,2,2,28,0,0,0,0,0,0,7097.92,7161.35,0.0,0.0,0.0,0.0,160.73,0.0,0.0,0.0,0.0,0.0,0
3571.75,1,1,2,34,0,0,0,0,0,0,1540.42,220.16,134.83,810.43,760.35,331.78,221.45,134.83,810.43,0.0,0.0,2235.49,0
4286.1,2,2,2,28,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14286.99,1,4,1,30,0,0,0,0,0,0,122.98,2.46,6.71,6.71,6.32,84.94,2.46,6.71,6.71,6.32,85.72,404.32,0
5357.62,2,2,1,32,0,2,0,0,0,0,114.44,15.36,1050.99,1087.13,1111.63,1035.7,0.0,1050.99,71.43,54.58,54.22,71.43,0
1785.87,1,2,1,41,0,0,0,0,0,0,1740.48,699.99,0.0,0.0,0.0,14.36,35.72,14.36,0.0,0.0,14.36,700.17,0
4643.27,1,3,2,38,2,2,0,0,0,0,4097.72,3843.27,3818.45,3362.87,3441.91,3479.35,0.71,162.3,114.3,125.01,128.05,89.97,1
4643.27,1,1,1,58,0,0,0,0,0,0,4917.26,4967.91,1789.2,1760.98,527.62,5.36,153.59,53.58,0.0,0.0,44.04,31.07,0
2500.22,1,2,2,38,0,0,0,0,0,0,2556.87,2137.91,549.3,106.62,1048.34,1070.7,46.72,535.98,107.15,1039.38,39.29,39.29,0
10000.89,1,2,1,38,0,0,0,0,0,0,117.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1785.87,1,2,2,23,0,0,0,0,0,0,3437.24,1603.07,45.36,31.43,13.93,13.93,37.57,45.36,0.0,0.0,13.93,0.0,0
7143.49,2,1,2,42,0,0,0,0,0,0,155.69,136.23,164.44,119.65,0.0,0.0,137.19,165.87,119.65,0.0,0.0,203.8,0
12501.12,2,2,2,34,0,0,0,0,0,0,685.85,592.05,600.09,544.26,366.71,342.1,46.43,71.43,53.58,35.72,53.58,89.29,0
1785.87,2,1,2,37,0,0,0,0,0,0,1567.5,1800.55,346.03,30.61,136.08,169.34,89.29,250.95,35.72,107.15,35.72,35.72,0
14286.99,2,1,2,30,0,0,0,0,0,0,5488.17,5582.96,4918.33,6840.4,4325.1,5935.28,959.94,361.96,3052.06,362.18,3146.6,360.25,0
8572.19,2,1,1,41,0,0,0,0,0,0,4635.27,4514.51,4620.81,4722.49,4857.68,4993.23,178.59,178.59,178.59,214.3,214.3,182.09,0
12501.12,1,1,2,35,2,0,0,0,0,0,3.75,117.8,1788.16,285.85,296.21,824.36,118.15,1793.23,1.43,297.67,825.15,178.73,0
1785.87,1,2,2,22,0,0,0,0,0,0,807.79,764.89,741.82,762.18,692.28,663.52,59.58,45.83,30.47,35.72,27.07,16.97,0
8929.37,2,2,2,35,0,0,0,0,0,0,8531.3,8633.31,7355.8,7518.99,7668.4,7829.91,304.21,267.2,285.74,274.38,284.99,476.83,0
4286.1,2,3,1,58,1,0,0,0,0,0,0.0,79.58,0.0,0.0,0.0,24.0,79.58,0.0,0.0,0.0,24.0,89.54,1
1071.52,1,2,2,27,0,0,0,0,0,0,371.82,408.29,444.29,447.54,456.83,460.43,53.4,53.68,21.22,21.79,16.5,17.07,0
7143.49,1,1,2,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,0
9286.54,2,1,1,43,0,0,0,0,0,0,114.62,0.0,91.15,79.86,79.86,87.51,0.0,91.15,79.86,0.0,89.29,0.0,0
4286.1,2,2,2,27,1,0,0,0,0,0,0.0,0.0,85.08,0.0,0.0,0.0,0.0,85.08,0.0,0.0,0.0,0.0,1
12858.29,1,1,2,24,2,0,0,0,0,0,42.43,64.4,27.75,-0.11,-0.11,-0.11,35.82,27.97,0.0,0.0,0.0,0.0,1
3571.75,2,2,2,37,0,0,0,0,0,0,13.93,0.0,27.86,0.0,0.0,0.0,0.0,27.86,0.0,0.0,0.0,0.0,0
1785.87,2,2,2,30,0,0,0,0,0,0,1742.26,1789.34,1797.05,366.6,360.1,353.57,85.72,60.72,12.43,12.64,12.93,11.43,0
7500.67,1,2,2,47,0,0,0,0,0,0,-5.82,-5.82,-5.82,-2327.6,-6.0,107.12,0.0,0.0,197.52,3012.13,767.93,1071.52,1
7143.49,2,1,2,39,0,0,0,0,0,0,81.33,571.55,471.72,312.1,231.13,97.26,572.23,35.9,6.61,231.52,97.54,141.94,0
12858.29,2,2,2,40,0,0,0,0,0,0,333.07,383.64,1629.4,1337.94,1133.92,960.76,383.64,1656.51,1655.4,0.0,0.0,700.31,0
1785.87,2,3,1,48,0,0,0,0,0,0,1800.55,1729.05,1508.99,1209.22,1002.38,1059.38,178.59,71.43,89.29,89.29,71.43,89.29,0
8929.37,1,3,1,50,0,0,0,0,0,2,9104.13,9215.57,9411.3,9603.04,9802.45,10366.46,332.74,344.21,348.78,357.92,725.06,358.0,0
1785.87,1,2,1,37,0,0,0,0,0,0,1708.44,1750.87,1724.15,1759.59,936.01,993.77,71.43,107.15,71.43,35.72,71.43,71.43,1
11072.42,1,3,1,44,0,0,0,0,0,0,8527.15,8737.53,8939.26,9492.42,9687.69,9908.99,357.17,357.17,714.35,357.17,392.89,392.89,0
3928.92,1,2,2,28,2,2,2,2,0,0,3983.96,4060.22,4079.76,3960.21,3847.13,3217.11,192.87,142.87,0.0,142.87,132.15,142.87,1
7143.49,2,3,3,45,0,0,0,0,0,0,158.23,256.52,137.69,121.83,242.45,354.35,256.92,137.69,121.83,242.45,354.35,179.16,0
12143.94,2,2,2,29,0,0,0,0,0,0,8795.25,8962.34,9158.96,8343.89,6120.15,5663.54,311.81,345.75,307.63,217.91,204.48,197.3,0
5357.62,1,2,2,28,1,2,0,0,0,0,5570.6,5289.58,5137.78,4738.89,3081.17,3157.07,0.43,285.74,189.3,125.01,178.59,142.87,0
3571.75,2,1,2,24,0,0,0,0,0,0,991.27,1011.02,511.47,6.43,89.29,443.29,58.29,35.72,6.43,89.29,357.17,0.0,0
8929.37,2,1,1,32,1,0,0,0,0,0,-5535.24,2125.69,7885.17,6446.58,6184.12,6080.29,8038.79,7073.17,216.77,153.94,205.45,165.66,0
17858.74,2,1,1,58,1,0,0,0,0,0,-0.04,1213.75,1351.69,337.21,453.61,688.17,1265.68,1332.65,337.24,178.62,357.21,3410.23,1
1071.52,1,1,2,24,0,0,2,0,3,2,209.2,721.14,671.27,237.52,218.52,79.83,671.27,0.0,237.52,0.0,0.0,464.33,0
5714.8,2,2,2,28,0,0,0,0,0,0,78.26,23.04,75.08,195.62,80.65,66.04,23.04,75.65,195.62,81.29,66.11,197.98,0
7143.49,1,3,1,50,0,0,2,2,2,2,4273.85,4566.66,4587.8,4109.12,4189.62,3766.62,419.82,146.44,0.0,500.04,0.0,370.21,0
1428.7,1,1,2,26,0,0,0,0,0,0,654.99,715.53,774.6,797.46,814.93,837.07,71.43,71.43,35.72,35.72,35.72,53.58,0
5000.45,1,2,2,24,0,0,0,0,0,0,583.73,52.22,154.51,227.88,1745.37,849.97,52.22,154.51,228.52,1745.37,125.01,71.43,1
9286.54,2,1,2,30,2,0,0,0,0,0,3361.51,3453.49,3608.29,3348.08,3436.66,3662.72,178.59,214.3,178.59,142.87,285.74,178.59,1
2857.4,2,2,2,56,0,0,2,0,0,2,2061.97,2319.28,2261.81,2418.47,2571.09,2631.38,292.81,0.0,195.98,193.91,107.15,93.62,1
5357.62,2,1,2,28,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,11.36,0.0,0
1071.52,2,3,1,59,1,2,2,2,2,0,1003.09,1046.49,1026.56,1088.2,1066.45,1032.16,69.65,7.14,89.01,0.0,20.72,0.0,1
7143.49,2,1,1,58,1,2,2,0,0,0,7254.5,7360.8,6705.85,5705.72,5023.02,5110.88,267.88,0.0,214.8,178.59,214.3,178.59,1
12858.29,1,1,2,28,0,0,0,0,0,0,2800.18,3105.81,4541.33,3688.65,3283.61,3863.31,897.44,2152.3,971.8,1116.6,3218.64,1088.06,0
3571.75,1,2,1,50,0,0,0,0,0,0,853.93,120.01,20.0,17.14,17.14,13.93,35.72,20.0,17.86,17.14,13.93,13.93,0
10715.24,2,3,2,33,0,0,0,0,0,0,2747.46,-24.79,-24.79,-24.79,-24.79,-24.79,0.0,0.0,0.0,0.0,0.0,178.59,1
17858.74,1,1,1,39,0,0,0,0,0,0,216.34,336.39,273.85,222.23,336.99,258.42,336.39,273.85,222.23,336.99,258.42,315.74,0
12501.12,2,1,2,30,0,0,0,0,0,0,33.97,21.47,25.5,9.39,32.15,45.4,21.61,25.57,9.39,32.15,45.4,43.5,0
7143.49,2,1,2,38,0,0,0,0,0,0,14.25,0.0,0.0,0.0,7.79,9.64,0.0,0.0,0.0,7.79,9.64,11.32,0
714.35,1,2,2,33,0,0,0,0,0,0,527.37,227.56,148.23,35.29,13.93,69.11,35.72,148.23,35.29,13.93,69.11,47.0,0
7500.67,2,1,1,46,0,0,0,0,0,0,1811.59,1863.52,1748.62,1780.44,2109.47,2158.05,111.12,75.33,71.43,357.17,215.45,179.66,0
10715.24,2,1,1,51,0,0,0,0,0,0,3880.31,3065.2,3217.04,3036.27,2999.66,1795.05,146.69,262.38,2321.64,89.29,72.22,64.29,0
3571.75,2,3,2,54,1,2,2,2,0,0,2364.93,2286.67,2370.28,2193.66,2067.79,2079.19,0.0,239.31,2.14,78.58,89.29,82.15,0
11786.77,2,2,1,51,0,0,0,2,0,0,7438.63,7174.39,6935.48,6607.23,6203.7,5878.35,357.17,375.03,285.74,214.3,214.3,214.3,0
12143.94,1,1,2,31,0,0,0,0,0,0,3046.41,2374.71,2247.27,1904.53,1792.3,2035.9,615.8,571.48,475.83,357.35,324.35,324.31,0
2143.05,2,2,2,23,1,2,0,0,0,0,338.99,324.81,1552.17,1231.57,1024.91,930.08,0.0,1552.28,60.72,39.29,35.72,35.72,0
1785.87,1,3,1,38,0,0,0,0,0,0,386.64,406.36,384.32,391.93,381.93,353.17,53.58,41.25,13.14,13.29,12.72,17.86,0
2500.22,2,2,3,42,0,0,0,0,0,0,2481.86,2452.0,2337.99,681.74,365.03,425.5,107.15,57.29,35.72,365.03,425.5,357.17,0
2143.05,2,2,2,27,0,0,0,0,2,0,435.5,499.44,562.41,624.56,609.59,616.31,71.43,71.43,71.43,0.0,22.14,61.08,0
1785.87,2,2,2,25,2,0,0,0,0,0,1739.08,1762.55,571.55,218.59,139.66,10.68,60.43,36.9,4.36,2.79,10.68,331.89,0
714.35,1,3,2,26,2,0,0,0,0,0,502.94,565.59,606.66,713.81,336.49,348.75,71.43,71.43,107.15,35.72,17.86,35.72,1
6786.32,2,2,2,30,0,0,0,0,0,0,6955.05,6814.22,6852.79,5570.75,5471.67,5589.57,317.89,221.45,196.45,200.02,207.16,200.02,1
3571.75,2,2,2,25,0,0,0,0,0,0,313.99,175.37,0.0,24.07,0.0,35.0,35.72,0.0,24.07,0.0,35.0,157.62,0
3214.57,2,3,2,33,0,0,0,0,0,0,4670.6,3518.39,3374.41,1406.13,1245.97,15.14,171.44,142.87,35.72,24.93,15.14,963.62,0
11429.59,1,1,1,40,0,0,0,0,0,0,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,0
5714.8,2,2,2,25,0,0,0,0,0,0,5478.77,5118.21,5035.59,4312.6,4130.26,3977.28,285.74,250.02,178.59,178.59,178.59,375.03,0
7857.84,1,3,1,30,0,0,0,0,2,0,5789.98,6093.12,6213.73,6537.37,6478.61,6218.66,357.17,179.05,379.53,1.86,187.7,150.8,1
7500.67,1,2,1,53,1,0,2,0,0,0,-7.04,114.12,65.04,60.11,0.0,70.93,121.15,0.07,60.11,0.0,70.93,42.43,0
9643.72,2,2,1,32,1,2,2,2,2,2,8384.75,8323.46,8189.52,7773.69,7989.64,7908.31,357.17,285.74,0.0,571.48,285.74,0.0,1
5000.45,1,2,2,32,0,0,0,0,0,0,1120.35,1059.09,1077.88,749.67,611.66,526.44,57.65,357.82,71.76,35.82,36.32,36.15,0
7500.67,1,2,2,33,0,0,0,0,0,0,6700.96,6843.18,6991.3,7074.95,7229.57,7378.59,303.6,321.46,253.59,268.24,275.02,323.28,0
2857.4,1,2,2,27,0,0,0,0,0,0,1365.12,1213.04,1117.85,988.62,274.63,314.39,107.15,35.72,26.07,71.97,35.72,71.43,0
714.35,2,3,2,39,0,0,0,2,0,0,570.37,595.95,678.92,668.27,722.74,695.88,45.9,93.15,11.07,65.54,25.25,31.18,1
6429.15,1,1,2,37,0,0,0,0,0,0,1769.12,1629.15,0.0,8781.61,8946.23,8965.94,1629.15,0.0,8781.61,178.91,180.02,0.0,0
1785.87,1,3,1,24,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
714.35,2,2,1,22,0,0,0,0,0,0,562.51,579.37,708.49,512.69,391.53,331.24,53.58,178.59,17.86,17.86,8.79,17.86,0
1071.52,2,3,1,53,0,0,2,0,0,2,445.25,547.66,528.69,554.44,659.7,672.7,110.22,0.0,45.58,115.12,28.75,0.0,1
1785.87,1,3,2,47,0,0,0,0,0,0,1063.99,1025.06,1046.7,985.62,990.98,1003.16,62.97,62.83,51.4,34.97,41.58,46.43,0
714.35,2,1,2,29,2,0,0,0,0,0,537.08,574.27,614.7,646.41,673.02,699.56,57.15,60.72,53.58,35.72,35.72,17.86,1
5714.8,2,2,1,26,0,0,0,0,0,0,47.11,140.51,14.25,24.65,21.07,0.0,140.76,14.25,24.65,21.07,0.0,68.79,1
714.35,2,2,1,51,1,2,0,0,0,0,525.4,505.97,501.47,492.76,461.08,429.15,0.0,44.75,79.72,14.36,14.04,12.75,0
2143.05,2,1,2,31,0,0,0,0,0,0,350.57,396.21,24.97,24.97,0.0,35.72,398.61,24.97,0.0,0.0,51.08,30.36,0
1071.52,1,3,1,30,3,2,2,7,7,7,85.72,85.72,85.72,85.72,85.72,85.72,0.0,0.0,0.0,0.0,0.0,0.0,1
1071.52,2,2,2,23,0,0,0,2,0,0,376.82,416.82,481.08,501.65,518.22,605.84,46.43,71.43,39.29,35.72,96.44,17.86,1
2500.22,2,2,2,30,0,0,0,0,0,0,2566.51,2568.66,2551.73,2433.93,2452.75,2459.61,120.62,125.15,93.58,99.69,94.26,102.12,0
5000.45,1,3,1,37,0,0,0,0,0,0,493.12,35.82,41.79,35.82,35.82,35.82,35.82,41.79,35.82,35.82,35.82,35.82,1
357.17,2,2,2,23,1,2,3,3,2,0,203.55,265.52,291.6,281.78,271.95,285.38,71.43,35.72,0.0,0.0,17.86,32.15,1
4643.27,2,2,1,30,0,0,0,0,0,0,1391.8,1440.13,1475.99,915.4,962.98,1012.95,71.43,60.72,71.43,71.43,53.58,71.43,0
9286.54,2,1,2,30,0,0,0,0,0,0,5603.43,5723.58,5714.37,5647.43,5670.58,5682.94,357.17,285.74,214.3,250.02,250.02,214.3,0
6429.15,1,3,1,40,0,0,0,0,0,0,35.4,35.4,47.0,11.61,59.18,11.61,35.4,47.0,0.0,59.18,11.61,11.61,0
714.35,1,2,2,25,0,0,0,0,0,0,535.98,577.41,612.91,598.62,598.62,0.0,50.22,50.0,0.0,0.0,0.0,0.0,0
8929.37,2,1,1,43,0,0,0,0,0,0,623.41,-1.79,1617.89,620.45,410.07,211.52,889.01,1728.51,0.0,195.05,535.76,214.3,0
3571.75,2,1,2,29,0,0,0,0,0,0,3370.94,3422.06,3324.44,3258.9,2223.13,341.64,214.3,178.59,142.87,142.87,35.72,35.72,0
2143.05,2,1,2,27,0,0,0,0,0,2,112.01,45.93,37.4,-8.54,52.68,46.04,45.93,37.4,0.0,107.15,0.0,0.0,0
7143.49,1,1,2,27,0,0,2,0,0,0,6671.24,7378.59,7204.71,6338.74,6589.95,6840.93,821.5,5.61,357.17,357.17,357.17,607.2,1
2143.05,2,2,2,29,0,0,0,0,0,0,1966.75,2065.65,338.57,0.0,0.0,0.0,178.59,36.9,0.0,0.0,0.0,0.0,0
1071.52,2,2,2,25,0,0,0,0,0,0,319.14,355.32,391.86,427.97,436.43,445.58,41.61,42.43,42.83,15.57,16.14,16.36,0
17858.74,1,1,1,40,0,0,0,0,0,0,646.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1785.87,1,1,2,46,0,0,0,0,0,0,1763.94,1767.55,1800.2,1755.44,1072.81,1066.99,71.43,89.29,72.86,71.43,37.04,71.43,0
1071.52,2,2,1,58,1,2,2,2,2,2,400.86,383.82,483.79,483.29,464.93,500.33,0.0,106.9,17.86,0.0,42.86,0.0,1
3214.57,2,1,2,23,0,0,0,0,0,0,789.68,893.33,1044.02,1169.64,1365.01,1562.43,214.3,178.59,142.87,214.3,285.74,142.87,0
714.35,1,1,1,52,0,0,0,0,0,0,756.92,713.1,13.93,13.93,27.86,27.86,57.15,13.93,13.93,27.86,0.0,371.46,0
2143.05,2,1,2,23,2,2,2,2,2,2,949.94,1047.66,1020.7,1100.28,1128.71,1155.42,125.01,0.0,96.76,57.15,50.0,46.43,1
1071.52,1,1,2,25,2,2,2,2,2,0,800.86,869.15,931.76,935.23,913.05,932.19,92.87,87.19,29.29,0.0,30.4,59.93,0
12858.29,2,1,1,38,0,0,0,0,0,0,66.9,483.33,205.63,1034.88,289.06,116.08,483.51,205.8,1035.81,289.06,53.58,125.48,0
2857.4,2,2,1,50,2,0,0,0,0,0,3211.04,3050.49,2706.99,2781.32,2628.84,2741.35,214.3,2921.3,138.23,164.34,169.69,168.52,1
3571.75,1,4,1,53,0,0,0,0,0,0,6587.66,6723.39,6860.61,7000.63,7143.49,0.0,135.73,137.23,140.01,142.87,0.0,0.0,0
714.35,2,2,2,22,1,2,2,0,0,0,560.98,562.8,551.33,583.3,365.35,366.1,35.72,35.72,42.86,32.15,25.0,82.15,1
6071.97,2,2,2,50,0,0,0,0,0,0,359.75,86.33,7.11,58.15,0.0,177.44,86.33,7.11,58.15,0.0,177.44,0.0,0
