limit,gender,education,marriage,age,behind1,behind2,behind3,behind4,behind5,behind6,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default
10000.89,2,2,1,50,0,0,0,0,0,0,312.17,175.69,6315.67,4203.45,1311.12,647.41,175.69,6315.67,4203.45,1311.12,12.97,30.47,0
8572.19,2,1,2,28,0,0,0,0,0,0,1077.7,1039.7,596.62,497.69,72.15,161.44,178.91,142.87,125.23,0.0,89.29,142.87,0
357.17,1,2,2,29,1,2,2,2,2,0,299.78,323.92,286.42,207.84,200.95,200.77,35.72,71.43,35.72,0.0,71.43,35.72,0
714.35,2,2,1,21,1,0,0,0,0,0,0.0,0.0,10.32,0.0,0.0,0.0,0.0,10.32,0.0,0.0,0.0,0.0,1
15001.34,2,2,1,41,0,0,0,0,0,0,13357.55,13921.03,13106.1,12894.87,12673.02,12294.7,1207.54,535.62,471.79,460.4,395.79,582.12,1
9643.72,2,2,2,29,0,0,0,0,0,0,5364.23,5069.24,4848.33,4507.44,4226.81,3948.82,178.16,250.02,178.59,178.59,178.59,178.59,0
6429.15,2,2,1,47,0,0,0,0,0,0,3.82,29.47,271.77,29.47,58.93,29.47,29.47,271.77,29.47,58.93,0.0,293.38,0
17858.74,2,3,2,29,0,0,0,0,0,0,179.44,28.5,211.48,85.04,29.4,28.61,28.65,212.52,85.44,29.54,28.75,1087.06,1
1785.87,2,1,2,24,1,0,0,0,0,0,-25.32,-25.32,-25.32,-103.51,-116.87,-116.87,0.0,0.0,0.0,0.0,0.0,0.0,1
4286.1,2,2,2,30,0,0,0,0,0,0,3743.23,3589.68,3088.78,2925.33,2807.96,2868.36,142.87,105.72,136.91,101.97,107.15,107.15,0
1785.87,1,3,1,23,0,0,0,0,0,0,1538.96,1588.28,1666.33,1540.96,678.74,-11.32,75.01,116.44,42.86,35.72,0.0,593.91,1
1071.52,1,2,1,48,0,0,0,0,0,0,958.87,995.77,1031.16,993.16,898.01,916.76,63.68,63.36,61.08,37.36,38.54,38.9,0
17858.74,2,4,1,39,1,0,0,0,0,0,-14.18,8.11,-1.32,-1.32,-1.32,7.61,78.58,0.0,0.0,0.0,8.93,0.0,0
15001.34,2,2,1,35,0,0,0,0,0,0,2424.4,2463.76,2061.11,1986.89,1957.21,1884.42,125.98,107.15,142.87,89.29,71.43,75.01,0
12501.12,2,1,1,57,0,0,0,0,0,0,272.06,91.22,1582.03,2376.11,267.95,545.33,91.37,1590.78,2400.61,267.95,545.33,8154.3,0
714.35,2,2,1,24,0,0,0,0,0,0,370.07,698.85,312.39,119.83,255.13,46.0,357.17,49.65,119.83,255.13,46.0,0.0,0
4643.27,2,2,1,40,0,0,0,0,0,0,4770.39,4638.59,4215.8,3427.2,2642.02,3849.81,192.87,248.24,164.3,142.87,71.43,82.15,0
3571.75,1,2,2,25,0,0,0,0,0,0,2722.46,2841.83,1750.16,-35.72,0.0,0.0,167.87,53.58,0.0,1107.24,0.0,0.0,0
3571.75,1,2,2,34,0,0,0,0,0,0,1711.15,1746.91,1784.23,1820.66,1858.06,1899.67,64.29,65.36,66.08,67.65,71.43,71.43,1
2857.4,2,3,1,54,0,0,0,0,0,0,2819.14,2792.29,2282.85,1942.39,1744.23,1777.16,114.3,107.22,78.65,71.43,71.43,71.43,0
1071.52,2,3,2,59,2,2,2,2,2,2,777.46,884.51,858.33,892.97,876.19,776.61,120.12,0.0,57.15,0.0,71.43,0.0,1
12858.29,2,1,2,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
357.17,2,2,1,40,1,0,0,0,0,0,0.0,68.29,109.69,143.3,352.96,209.2,68.29,42.86,35.72,35.72,35.72,0.0,0
7500.67,2,1,2,26,0,0,0,0,0,0,371.5,660.06,11.79,11.79,11.79,11.79,660.06,11.79,11.79,11.79,11.79,17.14,0
3214.57,1,1,2,27,0,0,0,0,0,0,37.15,141.19,249.52,31.0,12.5,31.22,141.55,249.52,31.0,12.5,31.22,19.57,1
13929.82,1,1,2,26,2,0,0,0,0,0,4011.79,3791.62,3394.55,3064.77,2749.57,2487.4,181.19,141.08,93.83,73.01,83.72,108.44,1
10358.07,2,1,1,36,0,0,0,0,0,0,1781.77,1835.88,0.0,0.0,0.0,0.0,85.72,0.0,0.0,0.0,0.0,0.0,0
16072.86,1,1,1,53,0,0,0,0,0,0,138.33,111.4,320.39,47.25,428.25,315.67,111.72,321.74,47.25,428.9,7.64,47.4,0
3571.75,1,3,1,35,0,0,0,0,0,0,3447.49,3526.31,2651.63,2703.96,1989.61,2029.11,140.66,89.83,89.87,143.66,72.58,75.44,0
1785.87,1,3,1,40,0,0,0,0,0,0,1235.18,902.97,545.19,445.22,473.69,483.01,71.43,71.43,35.72,35.72,17.22,71.43,0
4643.27,2,1,2,27,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0
2857.4,1,2,1,42,0,0,0,0,0,0,1722.9,1735.65,1765.59,1751.69,1707.47,1629.65,78.58,71.61,71.43,71.43,71.43,71.43,0
7500.67,2,2,2,32,0,0,0,0,0,0,1582.43,1652.11,1803.23,1929.42,2074.86,2201.27,107.15,178.59,178.59,178.59,160.73,178.59,0
8572.19,2,1,2,36,0,0,2,0,0,2,6287.53,7024.34,6862.76,6941.94,7344.83,7229.82,901.08,0.0,248.13,514.4,1.18,255.99,0
3928.92,2,2,1,39,0,0,0,0,0,0,3671.79,3747.01,3861.31,3436.49,2428.9,1881.74,136.37,176.98,123.08,107.15,107.15,142.87,0
5357.62,1,3,2,32,0,0,0,0,0,0,5298.76,5402.88,5116.67,4906.83,1260.47,42.86,186.09,186.16,164.66,25.22,42.86,0.0,0
3928.92,2,2,2,29,1,2,2,2,2,2,752.5,586.2,600.38,310.1,316.49,307.99,39.36,35.72,0.0,21.5,0.0,35.72,0
1785.87,2,2,1,42,3,3,2,2,0,0,865.26,858.86,877.72,869.65,576.12,588.16,17.86,42.86,18.43,20.22,20.89,21.72,1
2500.22,2,2,2,38,0,0,0,0,0,0,806.43,843.15,879.33,896.76,915.58,933.76,49.9,50.36,32.07,33.25,33.43,34.65,0
8572.19,1,2,1,44,0,0,0,0,0,0,773.03,705.17,724.99,552.73,566.19,578.91,50.0,46.43,35.72,35.72,35.72,35.72,0
3571.75,2,2,1,42,0,0,0,0,0,0,34.86,195.59,368.0,393.14,401.96,211.95,160.73,178.59,35.72,185.73,37.57,142.87,1
8215.02,1,2,1,33,1,0,0,0,0,0,0.0,50.97,0.0,7.07,0.0,18.75,50.97,0.0,7.07,0.0,18.75,0.0,0
9286.54,2,2,1,35,0,0,0,0,0,0,284.56,2416.29,214.3,0.0,3155.57,3070.35,2416.29,214.3,0.0,3155.57,178.59,892.94,0
357.17,1,2,2,26,0,0,0,0,0,0,271.67,251.09,301.96,337.67,206.59,0.0,71.43,71.43,35.72,0.0,0.0,0.0,1
714.35,2,2,1,21,0,0,0,0,2,0,629.23,626.48,922.08,462.79,342.96,334.21,53.18,82.22,85.72,0.0,71.43,107.15,0
357.17,2,1,2,23,2,2,7,7,7,6,85.72,85.72,85.72,85.72,85.72,64.29,0.0,0.0,0.0,0.0,0.0,0.0,1
714.35,2,2,1,29,0,0,0,0,0,0,52.61,13.93,13.93,31.07,17.14,27.86,13.93,13.93,31.07,0.0,10.72,53.58,0
1071.52,2,1,2,26,0,0,0,0,0,0,4.46,4.46,4.46,166.84,924.05,543.69,4.46,4.46,166.84,892.94,107.15,80.58,0
714.35,2,1,2,22,0,0,0,0,0,0,604.23,639.49,715.42,659.88,629.73,141.08,125.01,87.51,71.43,13.43,2.82,83.94,0
14286.99,2,2,1,43,0,0,0,0,0,0,14240.95,14560.73,6646.34,6785.86,6922.9,7204.18,607.2,250.02,250.02,250.02,392.89,357.17,0
6071.97,1,2,2,31,0,0,0,0,0,0,103.87,121.73,103.87,331.57,103.87,103.87,121.73,103.87,331.57,0.0,103.87,255.84,0
2143.05,2,2,1,41,2,0,0,2,0,0,2017.43,1987.43,1962.35,1796.27,1279.72,1307.33,78.69,167.41,0.39,53.58,53.58,71.43,1
714.35,1,1,2,37,0,0,0,0,0,0,2378.75,2402.32,2483.11,606.13,618.84,631.77,82.76,92.12,21.64,22.43,23.18,22.25,1
714.35,1,2,3,35,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5714.8,2,2,2,34,0,0,0,0,0,0,5.32,39.29,8.57,8.43,143.66,151.62,39.29,8.57,8.43,143.8,35.72,35.72,0
1785.87,2,3,1,52,2,0,0,0,0,0,1749.08,1763.23,1778.84,1779.8,1769.41,1800.8,75.01,76.01,74.26,67.72,64.4,69.79,0
10715.24,1,1,1,50,2,2,2,2,2,2,8757.67,8953.37,9150.03,9302.04,9433.49,9634.18,392.89,392.89,357.17,339.32,357.17,46.43,1
3571.75,1,1,2,26,0,0,0,0,0,0,254.88,304.13,348.21,506.76,592.98,699.17,53.58,53.58,160.73,178.59,178.59,178.59,0
15358.51,1,3,1,36,0,0,0,0,0,0,1267.54,1425.02,1747.16,1858.06,992.8,1047.95,178.59,357.17,142.87,53.58,71.43,71.43,0
714.35,1,3,1,52,2,2,2,2,0,0,290.92,374.1,357.17,0.0,0.0,0.0,88.37,0.0,0.0,0.0,0.0,0.0,1
1785.87,1,1,2,26,0,0,0,0,0,2,1601.5,1639.22,1683.04,1629.61,1763.26,1643.04,63.18,71.29,64.29,164.41,0.0,53.08,1
8215.02,1,1,1,47,0,0,0,0,0,0,5110.56,4643.66,2984.02,2951.62,940.51,908.12,232.16,163.55,160.73,107.15,35.72,107.15,0
5357.62,2,1,1,32,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10000.89,2,2,1,38,0,0,0,0,0,0,316.74,527.4,581.19,374.89,245.59,1234.9,357.39,357.82,250.42,214.3,1321.55,357.17,0
5000.45,1,2,1,36,0,0,0,0,0,0,27.86,591.84,620.7,448.9,559.98,557.91,591.84,43.58,107.15,125.01,11.86,13.93,0
714.35,2,2,1,36,1,0,0,0,0,0,-0.89,-0.89,-0.89,-0.89,-0.89,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0
17501.56,2,1,1,36,0,0,0,0,0,0,67.36,337.32,113.58,275.56,232.41,122.3,338.6,113.65,277.85,232.77,122.65,183.3,0
1785.87,2,2,2,23,1,3,2,0,0,0,256.49,246.74,185.27,165.84,120.9,65.68,0.0,0.0,36.5,8.47,3.57,1.79,0
5357.62,2,1,2,29,0,0,0,0,0,0,5183.96,5007.95,4864.58,3785.66,3530.17,3375.44,185.73,285.1,160.73,144.58,135.73,136.37,0
3571.75,2,1,2,30,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1785.87,2,1,2,30,0,0,0,0,0,0,0.0,73.94,0.0,0.0,0.0,0.0,73.94,0.0,0.0,0.0,0.0,0.0,0
8572.19,2,2,2,27,0,0,0,0,0,0,1092.56,79.47,132.44,739.14,706.17,1378.8,79.97,132.15,740.74,357.28,1432.81,312.74,0
5357.62,1,3,1,50,0,0,0,0,0,0,3175.28,3279.29,3300.69,3372.3,3440.59,2662.74,148.62,106.12,112.55,114.3,142.51,0.0,0
4643.27,2,2,1,28,2,2,0,0,0,0,4850.61,4499.44,3414.66,3262.01,3325.26,3422.63,2.68,120.33,122.26,121.44,152.69,82.4,0
7143.49,2,2,2,36,1,2,2,2,2,2,2623.77,2725.53,2809.86,2714.35,2849.58,2912.15,160.73,142.87,0.0,196.45,107.15,0.0,0
17858.74,1,1,1,58,0,0,0,0,0,0,489.65,178.8,1111.88,113.58,0.0,189.05,178.8,1113.6,113.58,0.0,189.05,27.43,0
12858.29,2,2,1,51,0,0,0,0,0,0,684.17,52.61,51.08,667.81,23.54,27.9,52.61,51.08,669.35,23.54,27.9,55.61,0
714.35,1,3,1,30,0,0,0,0,0,0,604.52,436.32,42.11,54.86,-10.75,-10.75,35.72,42.11,54.86,0.0,0.0,0.0,1
3571.75,1,2,1,41,2,2,2,2,2,2,2456.86,2486.08,2424.75,2598.23,2640.66,2698.81,89.29,0.0,214.3,89.29,107.15,107.15,1
17858.74,2,2,2,31,0,0,0,0,0,0,-0.32,-0.32,-0.32,-0.32,64.15,-3.21,0.0,0.0,0.0,64.47,0.0,652.49,0
4286.1,2,1,2,28,0,0,0,0,0,0,734.99,776.57,835.22,866.79,880.97,779.82,71.43,71.43,46.86,36.04,35.72,35.72,0
1428.7,2,2,2,26,0,0,0,0,0,0,1315.65,1340.41,1284.54,1223.61,18.43,1372.69,71.43,71.43,178.59,18.43,1401.38,71.43,0
5357.62,2,1,2,28,0,0,0,0,0,0,134.01,97.51,17.86,97.4,25.43,0.0,97.51,17.86,97.4,25.43,0.0,0.0,0
12858.29,2,2,2,30,0,0,0,0,0,0,0.0,3.21,0.0,0.0,159.3,77.47,3.21,0.0,0.0,159.3,77.47,0.0,0
11072.42,2,1,2,27,0,0,0,0,0,0,35.72,10.86,66.15,92.4,301.49,527.23,5.43,66.72,92.4,301.49,527.23,122.08,0
5357.62,2,3,1,43,0,0,0,0,0,0,3236.22,3339.44,3364.44,3269.93,3199.79,3153.85,155.3,115.33,112.51,119.58,115.87,313.53,0
5000.45,2,2,1,46,0,0,0,0,0,0,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,27.86,0
4286.1,1,3,1,38,2,2,2,2,2,2,2766.96,2808.89,2848.72,2887.86,2954.37,3029.02,107.15,107.15,107.15,117.87,128.58,96.44,1
1071.52,1,2,2,29,0,0,0,0,0,0,470.47,284.49,110.76,111.65,263.06,115.9,38.65,35.72,111.65,263.06,0.0,29.57,0
3571.75,1,3,1,52,0,0,2,2,2,0,166.34,216.73,229.23,242.2,219.45,272.81,53.58,35.72,35.72,0.0,71.43,71.43,1
5000.45,2,3,1,33,0,0,0,0,0,0,4868.36,4542.48,2819.89,2873.72,1469.77,-364.07,214.3,178.59,142.87,71.43,0.0,2535.94,0
3928.92,2,1,1,32,2,2,0,0,2,2,4087.15,3864.7,3880.95,3881.35,3709.87,3994.71,0.0,214.3,292.88,0.0,355.6,142.87,1
25359.41,2,2,1,40,0,0,0,0,2,0,185.73,0.0,0.0,35.86,30.5,308.1,0.0,0.0,35.86,0.0,285.74,178.59,1
5714.8,1,2,2,24,0,0,0,0,0,0,2716.46,2642.81,2616.16,2547.41,5053.81,2604.27,116.97,107.15,107.15,107.15,125.01,89.29,0
1071.52,2,2,1,37,2,2,2,2,0,0,293.92,395.61,421.0,403.64,417.07,420.25,107.15,42.43,0.0,20.14,15.22,15.32,0
1785.87,2,1,2,23,0,0,0,0,0,0,1716.72,1763.09,1715.8,312.89,344.53,276.7,74.69,46.79,35.72,35.72,9.89,10.57,1
714.35,1,2,2,37,0,0,0,0,0,0,265.74,570.05,0.0,-69.76,213.77,246.2,358.96,0.0,644.59,285.2,35.72,71.43,0
6429.15,1,1,2,34,0,0,0,0,0,0,157.16,106.8,134.37,186.84,74.72,121.26,107.8,134.73,187.66,74.94,121.55,7.68,0
1785.87,1,2,2,26,0,0,0,0,0,0,1766.51,1790.7,1781.91,730.74,704.6,691.28,78.58,53.58,69.04,21.43,16.47,12.5,0
2500.22,2,2,1,27,0,0,2,2,2,2,2443.97,2563.91,2593.66,2435.97,1821.41,1743.8,242.88,110.72,0.54,137.51,0.0,64.29,0
4286.1,2,2,1,36,2,2,0,0,2,2,4211.88,4093.97,4128.26,4231.84,4159.09,4189.05,0.0,157.16,321.46,0.0,321.46,157.16,1
714.35,2,2,2,36,0,0,0,0,0,2,447.54,482.83,521.33,555.41,599.7,613.45,53.58,57.15,53.58,53.58,28.57,0.0,0
7143.49,2,1,2,26,0,0,0,0,0,0,665.42,571.34,582.34,534.8,733.71,564.69,53.65,42.86,10.72,250.02,285.74,142.87,0
1785.87,2,2,2,22,2,0,0,0,0,0,1681.44,1736.87,1733.15,300.42,306.71,312.81,93.47,87.97,12.5,11.11,11.18,11.57,1
3571.75,1,2,1,56,0,0,0,0,0,0,3442.88,3142.64,3187.07,3241.18,3313.65,3617.29,158.01,128.58,107.15,114.3,350.03,0.0,0
6429.15,2,1,2,27,0,0,0,0,0,0,3420.2,3503.81,3616.57,3619.64,3515.28,3045.24,138.58,182.66,115.65,121.48,106.44,107.15,0
6071.97,1,2,2,31,0,0,0,0,0,0,877.97,914.76,951.19,978.05,992.98,1119.28,61.72,62.43,53.58,36.11,142.87,0.0,0
7500.67,1,2,2,39,0,0,0,0,0,0,1195.07,1282.65,1438.99,1521.74,1566.93,491.12,107.15,178.59,107.15,71.43,35.72,428.61,0
12858.29,1,2,1,44,0,0,0,0,0,0,65.15,62.15,0.0,0.0,53.54,142.91,62.15,0.0,0.0,53.54,142.91,7.25,0
5357.62,2,1,2,28,0,0,0,0,0,0,2367.93,2211.48,1414.91,1423.81,942.19,788.68,107.15,107.33,178.59,107.15,178.59,35.72,0
12858.29,1,2,2,34,0,0,0,0,0,0,70.65,306.56,35.47,944.87,373.46,1127.99,308.06,35.65,948.69,373.46,776.43,0.0,0
7857.84,2,2,1,41,0,0,0,0,0,0,4519.4,3215.04,3257.11,3076.67,2991.09,2805.79,160.73,143.08,107.15,107.15,107.15,214.3,0
16430.04,2,1,1,43,0,0,0,0,0,0,274.2,776.78,144.01,847.36,463.33,396.86,784.28,144.73,852.29,465.61,398.86,1608.5,0
5000.45,2,1,2,26,0,0,0,0,0,0,4921.48,4830.43,7555.75,4715.39,3633.57,3882.03,178.59,250.99,215.45,142.87,310.74,0.0,1
9643.72,2,2,2,32,0,0,0,0,0,0,2132.69,1785.37,3728.55,3388.02,3088.17,2987.77,64.58,2484.61,103.26,96.04,107.58,98.97,0
15001.34,2,2,1,29,0,0,0,0,0,0,1730.69,1249.86,1262.26,1956.0,2108.65,2153.41,71.83,107.15,714.35,178.59,71.43,107.15,0
5357.62,2,2,2,38,0,0,0,0,0,0,946.33,889.58,241.56,235.06,240.49,245.81,46.11,39.32,39.22,8.93,8.82,10.72,0
12501.12,1,2,1,39,0,0,0,0,0,0,6400.18,6201.34,6112.22,6189.23,6065.36,5824.02,239.13,248.52,238.2,199.87,202.73,195.98,0
2143.05,1,2,1,33,0,0,0,0,0,0,172.98,313.96,443.61,526.15,768.21,274.85,178.59,178.59,142.87,142.87,125.01,107.15,0
17858.74,2,1,1,49,0,0,0,0,0,0,997.8,82.33,324.06,204.09,1138.24,130.83,82.33,324.42,218.06,1138.24,130.83,289.67,0
7143.49,1,2,1,38,2,2,2,0,0,0,3749.55,3783.34,3666.86,3467.81,3501.92,3759.37,160.73,0.0,125.01,125.01,321.46,0.0,1
7143.49,2,3,2,45,1,0,0,0,0,0,23.79,68.86,-0.54,62.61,168.48,43.93,69.18,0.0,63.15,219.2,0.0,0.96,0
7500.67,2,2,2,33,1,0,0,0,0,0,780.57,620.63,671.35,4209.16,4245.99,4338.82,81.04,107.15,3571.89,142.87,131.69,125.01,0
357.17,1,3,2,51,0,0,0,2,0,0,260.09,296.85,371.39,357.17,357.17,0.0,46.83,85.65,0.0,0.0,0.0,0.0,0
7500.67,2,1,2,26,0,0,0,0,0,0,117.58,228.56,74.47,107.15,236.95,46.36,121.4,74.47,107.15,129.8,46.43,71.43,0
2143.05,1,2,2,27,0,0,0,0,0,0,2106.69,2109.58,2087.33,2128.51,2130.26,2148.94,74.9,76.47,107.15,73.72,95.44,71.43,0
11072.42,1,1,1,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3571.75,2,2,2,27,0,0,0,0,0,0,3380.87,3170.21,3227.32,3186.32,3035.38,2910.4,148.98,144.44,122.15,117.87,138.8,97.51,0
3571.75,1,1,2,31,2,2,2,2,2,2,3031.91,3097.74,3132.64,3173.82,3239.04,3312.3,146.44,117.87,125.01,121.44,132.15,142.87,1
4286.1,1,2,1,30,1,2,0,0,0,0,225.2,251.88,313.81,316.56,384.43,255.02,35.72,71.43,6.32,71.43,35.72,0.0,1
7143.49,2,1,2,28,0,0,0,0,0,0,647.7,657.56,43.33,324.85,656.95,21.86,657.56,46.33,325.49,656.95,21.86,1959.32,0
714.35,1,2,2,24,0,0,2,0,0,0,692.95,736.14,702.99,699.81,714.39,695.28,115.44,0.0,29.11,30.65,29.72,20.0,0
6429.15,1,1,1,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1071.52,2,2,2,25,0,0,0,0,0,0,14.82,5.36,5.36,5.36,5.36,5.36,5.36,0.0,0.0,0.0,0.0,0.0,0
714.35,2,2,2,34,0,0,0,0,0,0,704.6,726.14,721.46,700.38,712.81,84.33,71.43,42.86,0.0,12.43,0.0,15.0,0
12858.29,1,2,1,32,0,0,0,0,0,0,258.24,351.28,293.49,105.83,551.37,561.55,179.19,72.9,106.44,572.84,286.88,360.57,0
1071.52,2,3,2,53,0,0,0,0,2,0,753.67,779.75,837.82,891.94,872.65,897.44,49.08,71.43,68.15,0.0,39.29,35.72,0
7500.67,2,1,2,24,0,0,0,0,0,0,144.83,4064.01,2120.44,1056.63,955.66,1055.56,4089.01,720.64,242.63,718.35,1059.95,1701.65,0
4286.1,1,2,1,45,0,0,0,0,0,0,1877.81,1682.01,1579.0,1166.25,861.33,728.6,71.43,71.43,44.86,35.72,26.79,22.25,0
4643.27,2,1,1,46,0,0,0,0,0,0,5271.26,4964.59,5020.38,3233.22,3247.33,3297.79,192.66,151.05,114.69,117.76,118.3,120.76,1
13215.47,1,1,2,52,0,0,0,0,0,0,8648.34,4657.7,2329.67,1497.35,1341.73,1029.73,200.02,107.15,71.43,107.15,17.86,143.55,0
6071.97,1,1,1,39,2,2,2,2,4,3,2653.74,2860.01,2927.37,3214.25,3143.78,3082.38,250.02,135.73,357.17,0.0,0.0,110.72,1
1071.52,2,2,2,22,0,0,0,0,2,2,619.98,-1.29,825.57,883.19,864.08,925.26,0.0,826.86,71.43,0.0,75.69,0.0,0
1071.52,1,2,1,41,0,0,0,0,0,0,193.34,497.83,301.74,307.88,285.74,0.0,328.6,35.72,6.14,5.71,0.0,0.0,0
6071.97,1,3,1,48,0,0,0,0,0,0,6102.15,6134.9,6088.54,4549.12,4536.98,4476.86,242.88,278.24,163.84,166.98,161.62,160.62,0
5714.8,2,2,1,40,0,0,2,0,0,2,4918.12,5221.64,4976.27,5026.13,5130.39,5160.53,432.93,0.0,182.16,366.14,185.91,0.0,0
1785.87,1,2,2,36,0,0,0,0,0,0,211.3,220.45,147.26,24.29,34.93,34.93,43.29,42.86,0.0,34.93,0.0,0.0,0
1785.87,1,1,2,25,0,0,0,0,0,0,1744.73,1721.87,1723.9,1551.96,706.85,635.41,65.9,70.26,50.0,14.14,0.0,0.0,0
5357.62,1,1,2,26,2,2,2,2,2,0,5878.24,5732.65,6086.44,6287.99,5781.73,5147.75,0.0,500.04,358.89,0.0,182.8,161.34,1
12858.29,1,2,1,43,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1785.87,1,2,1,42,0,0,0,0,0,0,1646.58,1676.9,669.88,396.89,406.25,211.41,76.19,37.79,71.43,72.97,211.41,583.84,1
3214.57,1,2,2,32,0,0,0,0,0,0,847.58,881.97,231.09,352.96,1010.2,996.27,71.43,178.59,178.59,892.94,785.78,178.59,0
7857.84,1,1,2,32,0,0,0,0,0,0,7407.23,7618.18,7829.34,7933.35,6211.2,5953.6,330.46,392.89,313.21,238.52,216.2,222.7,0
714.35,2,3,2,38,0,0,2,0,0,0,435.5,401.54,286.28,131.01,125.3,188.52,179.12,0.0,0.0,125.3,188.52,27.86,0
5357.62,1,2,1,32,0,0,0,0,0,0,5132.82,5004.73,4947.58,4976.48,5077.2,3980.18,214.66,178.84,179.16,360.78,178.8,143.41,1
6429.15,2,3,1,47,0,0,0,0,0,0,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.29,0
2857.4,2,2,1,35,2,2,2,0,0,2,785.82,833.61,809.97,846.22,907.44,930.44,71.43,0.0,49.83,75.33,42.72,0.0,1
2857.4,2,3,3,37,0,0,0,0,0,0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
714.35,2,3,2,49,0,0,2,0,0,0,303.71,405.46,364.25,371.46,41.08,0.0,107.44,0.0,21.43,41.08,0.0,0.0,0
5357.62,2,2,2,38,0,0,0,0,0,0,186.41,0.0,185.73,55.75,58.33,8.22,0.0,185.73,0.0,2.57,16.43,160.26,0
2857.4,1,1,2,33,0,0,0,0,0,0,2135.76,2168.84,1108.06,-94.26,-99.54,1240.54,178.59,500.62,0.0,71.43,1357.26,214.3,0
7143.49,2,2,2,23,0,0,0,0,0,0,2201.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10715.24,1,1,2,31,0,0,0,0,0,0,1456.52,192.91,87.29,20.64,13.93,50.86,192.91,87.29,20.64,13.93,50.86,13.93,0
6429.15,2,2,1,44,0,0,0,0,0,0,5757.16,5967.68,6100.12,6242.13,5810.05,5963.14,357.17,285.74,250.02,214.3,250.02,357.17,0
7857.84,1,1,2,33,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4286.1,2,2,2,23,0,0,0,0,0,0,4130.83,3892.17,2985.7,797.25,1148.32,1308.83,178.59,178.59,71.43,714.35,357.17,357.17,0
6429.15,2,1,2,29,0,0,0,0,0,0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10715.24,1,1,1,54,0,0,0,0,0,0,7.36,19.82,0.0,25.65,16.72,13.07,19.82,0.0,25.65,16.72,13.07,0.0,1
3214.57,2,1,2,24,0,0,0,0,0,0,3049.02,3145.07,3227.79,943.66,978.59,1010.63,144.8,158.73,50.72,49.93,48.04,116.62,0
8215.02,2,2,2,30,0,0,0,0,0,0,4014.72,4152.98,4231.34,3886.99,3602.54,3303.19,214.3,214.3,142.87,142.87,125.01,142.87,0
5357.62,2,2,1,29,2,2,2,2,2,2,3571.25,3702.54,3713.83,3760.05,3801.66,3897.06,242.88,125.01,160.73,107.15,164.3,89.29,1
1071.52,1,1,2,24,0,0,0,0,0,0,530.65,582.27,619.09,669.17,676.92,685.6,71.43,57.08,71.43,29.47,24.93,25.04,0
7500.67,1,1,2,31,0,0,0,0,0,0,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,4.75,1
5357.62,1,2,2,22,0,0,0,0,0,0,2957.09,2947.87,2750.32,1619.43,1298.4,1303.65,113.83,85.04,56.4,45.18,56.58,21.32,0
714.35,1,2,1,27,0,0,0,0,0,0,24.65,23.75,41.58,54.4,43.86,17.86,23.75,41.58,54.4,43.86,17.86,0.0,0
10715.24,1,2,2,38,1,0,0,0,0,0,187.73,88.97,125.83,226.98,180.55,-15.89,142.87,71.43,107.15,0.0,0.0,0.0,0
5000.45,2,1,2,40,0,0,0,0,0,0,1831.23,1928.74,147.05,243.49,0.0,0.0,160.73,147.05,107.15,0.0,0.0,0.0,0
16787.21,1,3,2,37,2,2,0,0,0,0,18569.55,17823.88,17654.79,16809.25,14234.24,13927.21,0.0,735.78,678.63,500.04,485.76,485.76,1
714.35,1,2,1,31,0,0,0,0,0,0,134.62,170.8,207.05,237.66,242.38,252.77,44.25,44.79,39.68,8.68,14.29,9.0,1
