limit,gender,education,marriage,age,behind1,behind2,behind3,behind4,behind5,behind6,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default,age_bin,avail6,avail5,avail4,avail3,avail2,avail1,avg_av,pperb1,pperb2,pperb3,pperb4,pperb5
7500.4,2,2,1,48,0,0,0,0,0,0,424.17,424.17,424.17,424.17,676.96,424.17,424.17,424.17,424.17,676.96,178.58,424.17,0,3,0.9434470161591382,0.9097434803477148,0.9434470161591382,0.9434470161591382,0.9434470161591382,0.9434470161591382,0.9378297601905676,1.0,1.0,1.0,1.0,0.42101044392578446
1785.81,2,2,1,36,0,0,0,0,0,0,1589.73,1520.22,1363.68,1100.24,1009.05,1028.02,107.15,107.15,107.15,71.43,71.43,178.58,0,2,0.4243396553944708,0.43496228602146925,0.38389862303380534,0.2363801300250306,0.14872242847783354,0.10979891477816785,0.2896836729551296,0.07048321953401482,0.07857415229379326,0.09738784265251219,0.07078935632525644,0.06948308398669287
15000.8,2,1,1,45,1,0,0,0,0,0,-1.21,368.63,223.01,106.08,128.86,107.83,95.93,232.16,107.29,135.61,110.83,153.65,0,3,0.9928117167084423,0.9914097914777878,0.9929283771532185,0.985133459548824,0.9754259772812117,1.0000806623646739,0.9896316640890265,0.26023383880856144,1.0410295502443836,1.0114064856711917,1.0523824305447773,1.0278215709913754
8214.73,2,2,2,26,0,0,0,0,0,0,664.75,3233.14,3100.63,1274.89,198.4,541.64,3233.14,357.16,184.65,178.58,541.64,320.77,0,1,0.9340647836264856,0.9758482628156981,0.8448043940579909,0.6225524149911196,0.6064216352819874,0.9190782898524966,0.8171282967709631,1.0,0.11518949374804476,0.14483602506882945,0.900100806451613,1.0
1785.81,1,2,1,47,0,0,0,0,0,0,404.49,440.56,479.7,515.71,521.53,532.81,53.72,57.15,54.9,25.0,25.0,21.43,0,3,0.7016423919677905,0.7079588534054575,0.7112178787217005,0.7313823979034724,0.7532996231401997,0.7734977405211081,0.7298331476099548,0.1219357181768658,0.11913696060037524,0.10645517829788058,0.04793588096562039,0.046921041271747906
5714.59,2,1,2,39,0,0,0,0,0,0,0.0,10.71,0.0,0.0,29.32,0.0,10.71,0.0,0.0,29.32,0.0,0.0,0,2,1.0,0.9948692732112016,1.0,1.0,0.9981258497984983,1.0,0.9988325205016166,1.0,0.0,0.0,1.0,0.0
8214.73,2,2,1,43,0,0,0,0,0,0,252.69,278.8,299.73,320.27,311.77,386.31,45.68,46.25,46.43,16.72,100.58,210.48,0,3,0.9529735000419977,0.9620474440425917,0.9610127173991111,0.9635131038999456,0.9660609660938339,0.969239402877514,0.962474522392499,0.16384505021520804,0.1543055416541554,0.14497143035563745,0.053629277993392566,0.2603608500944837
6428.92,2,1,2,27,0,0,2,0,0,0,3540.8,4272.91,4137.33,3773.17,4263.01,4146.54,803.61,4.32,357.16,714.32,892.9,0.0,0,1,0.35501763904357186,0.33690106580887613,0.4130942677774805,0.35645022803208004,0.33536114930657096,0.44923875238764827,0.3743438503927046,0.18807089313839984,0.0010441516630290552,0.09465780762594848,0.16756235617556609,0.2153361597862314
13572.16,2,3,2,51,0,0,0,0,0,0,1561.33,2168.62,779.11,1713.09,1193.1,106.47,2168.62,78.58,1714.38,0.0,106.47,1267.93,0,4,0.9921552648951972,0.9120921061938556,0.8737791184306698,0.9425949885648268,0.8402155589088252,0.8849608315846557,0.9076329780963382,1.0,0.10085867207454659,1.0007530252351016,0.0,1.0
5000.27,1,1,2,30,0,0,0,2,2,0,64.29,67.33,148.51,72.18,-13.29,22.43,67.33,148.51,0.0,0.0,71.43,0.0,0,2,0.9955142422309194,1.0026578564757502,0.9855647795019068,0.9702996038213936,0.9865347271247353,0.9871426942945081,0.9879523172415356,1.0,1.0,0.0,-0.0,3.184574230940705
2142.97,2,3,1,39,1,2,0,0,2,0,1107.6,1055.95,1111.6,1219.14,841.19,857.9,0.0,107.15,129.94,0.0,35.72,107.15,0,2,0.5996677508317895,0.6074653401587515,0.43109796217399204,0.4812806525522989,0.5072492848709967,0.4831472209130319,0.5183180352501434,0.0,0.0963925872616049,0.10658332923208162,0.0,0.04163655437696701
6071.75,1,2,2,34,0,0,0,0,0,0,100.22,11.64,24.14,11.64,11.64,11.64,23.29,24.14,11.64,11.64,11.64,61.5,1,2,0.9980829250216164,0.9980829250216164,0.9980829250216164,0.9960242104829744,0.9980829250216164,0.9834940503149833,0.9953083268140706,2.0008591065292096,1.0,1.0,1.0,1.0
5357.43,2,1,2,26,2,2,2,2,2,2,2692.04,2745.33,2793.51,2727.4,2853.47,1716.23,117.86,114.29,0.0,183.47,0.0,78.58,1,1,0.6796542371995528,0.4673808150549798,0.490912620416879,0.4785727485006804,0.4875658664695573,0.4975127999805877,0.5169331812703728,0.04293108660889584,0.04091268690643671,0.0,0.06429715399145602,0.0
8571.89,2,3,2,35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4643.11,2,3,1,43,2,3,2,2,2,2,703.25,681.64,660.43,735.0,712.54,772.36,0.0,0.0,85.72,0.0,71.43,0.0,1,3,0.8336545978880534,0.8465382039193557,0.8417009289032567,0.8577612850007862,0.8531932260919944,0.8485390180288642,0.8468978766387186,0.0,0.0,0.11662585034013605,0.0,0.09248278005075354
1785.81,2,2,2,51,0,0,0,0,0,0,864.4,845.19,777.9,811.54,782.43,104.18,47.86,50.07,48.0,35.79,2.07,1.04,0,4,0.9416623268992782,0.5618626841601291,0.5455619578790577,0.5643993481949368,0.5267189678633225,0.515961944439778,0.6093612049060837,0.056626320708953015,0.06436559969147705,0.059146807304630705,0.045742111115371346,0.019869456709541176
7143.24,1,2,1,38,0,0,0,0,0,0,264.3,102.58,7.57,85.25,0.0,-93.58,35.89,7.86,85.25,0.0,0.0,120.72,0,2,1.0131004978133171,1.0,0.988065639681713,0.9989402568022354,0.9856395697190631,0.9629999832009004,0.9914576578695383,0.3498732696432053,1.0383091149273447,1.0,0.0,-0.0
4285.94,1,2,1,29,0,0,2,0,0,0,20.68,97.08,45.72,135.11,90.08,45.04,127.86,0.0,136.51,0.0,0.0,45.04,0,1,0.9894912201290732,0.9789824402581464,0.9684759935976706,0.9893325618184108,0.977349192942505,0.9951749207875051,0.9831343882555519,1.3170580964153276,0.0,1.0103619273184812,0.0,0.0
5357.43,1,3,1,46,0,0,0,0,0,0,3442.9,3513.26,3552.19,2855.72,2791.36,2737.08,145.47,121.58,97.22,1956.82,98.93,99.93,0,3,0.4891057839299814,0.4789740603237,0.4669608375657732,0.3369600722734595,0.34422661612004263,0.357359778849187,0.41226452484369064,0.04140598760125923,0.0342267727796092,0.03404395388903674,0.701027456150407,0.03614435822117001
7500.4,2,2,2,27,0,0,0,0,0,0,2978.05,3039.34,3104.74,3195.56,3260.25,3332.64,110.72,114.29,142.86,117.86,125.01,125.01,0,1,0.5556716975094662,0.565323182763586,0.5739480561036745,0.5860567436403392,0.5947762785984747,0.6029478427817183,0.5797873002328765,0.03642896155086301,0.036811456031745016,0.044705779268735375,0.0361506019477034,0.03751080224686735
17858.1,2,2,1,48,0,0,0,0,0,0,1419.15,5342.07,4912.73,4675.0,3858.42,5176.63,4187.47,160.72,160.72,178.58,1785.81,163.51,0,3,0.7101242573398066,0.7839400608127404,0.7382140317278993,0.7249018652600221,0.700860113897895,0.9205318594923311,0.7630953647551157,0.783866553601881,0.03271500774518445,0.03437860962566845,0.04628319363884699,0.34497539905305186
4285.94,2,1,2,25,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7143.24,2,3,1,44,0,0,0,0,0,0,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,19.29,0,3,0.9980499045251174,0.9980499045251174,0.9980499045251174,0.9980499045251174,0.9980499045251174,0.9980499045251174,0.9980499045251175,1.0,1.0,1.0,1.0,1.0
1071.49,1,2,2,38,0,0,0,0,0,0,11.25,32.97,104.97,71.18,68.11,118.54,32.97,106.33,71.4,109.18,118.54,35.72,0,2,0.8893690095101214,0.9364343110994969,0.9335691420358565,0.9020336167393069,0.9692297641601881,0.9895006019654873,0.9366894075850762,1.0,1.0129560826902924,1.0030907558302893,1.6029951548964911,1.0
1428.65,1,3,2,24,2,0,0,0,0,0,1398.25,1399.68,1448.04,1390.15,1425.11,1455.29,59.22,71.86,49.72,57.32,59.57,42.9,1,1,-0.018646974416407006,0.0024778637174956712,0.026948517831519265,-0.013572253526055978,0.020277884716340618,0.02127882966436852,0.006460644664543516,0.042309670781893,0.04962570094748764,0.035765924540517205,0.04022145658931592,0.040933422204509066
12857.83,1,4,1,50,1,0,0,0,0,0,170.26,-8.32,-8.32,-8.32,-8.32,-8.32,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0006470765284654,1.0006470765284654,1.0006470765284654,1.0006470765284654,1.0006470765284654,0.9867582632528195,0.9983322743158576,-0.0,-0.0,-0.0,-0.0,-0.0
7500.4,2,2,1,35,0,0,0,0,0,0,47.79,53.86,50.32,55.32,87.65,33.79,53.86,50.32,55.32,87.65,33.79,54.47,0,2,0.9954949069382967,0.988313956588982,0.9926243933656872,0.9932910244786946,0.9928190496506853,0.9936283398218761,0.9926952784740369,1.0,1.0,1.0,1.0,1.0
17143.78,1,1,1,49,0,0,0,0,0,0,2275.16,-7.86,1390.4,12114.08,1183.85,1333.54,0.0,1398.25,12295.69,1189.78,1339.75,1120.88,0,3,0.9222143541272694,0.9309458007510596,0.2933833728617609,0.9188976993405189,1.0004584753187453,0.8672894775831235,0.8221981966637463,-0.0,1.0056458573072498,1.0149916460845563,1.0050090805422984,1.0046567781993792
9643.37,1,2,1,48,2,2,2,0,0,0,1915.25,2419.27,2253.05,2627.57,2773.08,2623.43,536.39,0.0,714.32,178.58,357.16,0.0,1,3,0.7279550613530332,0.7124366274445552,0.7275257508526584,0.7663627964083095,0.749126083516447,0.801392044482375,0.747466394009563,0.22171564149516176,0.0,0.271855745041997,0.06439770940614768,0.13614237848922978
5714.59,2,2,2,42,1,2,2,0,0,0,5453.83,5451.36,3420.11,3473.44,3500.54,3559.8,159.37,0.0,156.62,129.97,134.36,135.72,1,3,0.37706817111988783,0.3874381189201675,0.3921803663954894,0.40151261945301414,0.04606279715605152,0.04563057017213837,0.2749821072027914,0.02923490651874028,0.0,0.04509074577364227,0.037128557308301,0.03774369346592506
2857.3,1,1,1,45,1,0,0,0,0,0,-1.79,-15.72,6.07,-7.86,13.93,0.0,0.0,35.72,0.0,35.72,0.0,27.86,0,3,1.0,0.9951247681377525,1.0027508487033214,0.9978756168410737,1.0055016974066426,1.000626465544395,1.0003132327721975,-0.0,5.884678747940692,-0.0,2.5642498205312276,0.0
6786.08,2,2,2,27,2,2,2,2,0,0,139.36,167.37,194.97,221.94,253.73,320.48,35.72,35.72,35.72,35.72,71.43,71.43,1,1,0.9527739136585481,0.9626102256383656,0.9672948152689035,0.9712691273901869,0.9753362766133026,0.9794638436328484,0.9681247003670258,0.21341937025751329,0.18320767297532953,0.16094439938722177,0.14077956883301146,0.22288442336495257
714.32,2,3,2,31,0,0,0,0,0,0,-31.61,-31.61,655.54,680.89,693.68,156.79,0.71,765.43,82.15,19.93,157.26,0.0,0,2,0.7805045357822825,0.028894613058573326,0.04679975361182672,0.08228805017359178,1.0442518759099564,1.0442518759099564,0.5044984507410312,-0.022461246440999682,1.167632791286573,0.12065091277592564,0.028730826894245186,1.0029976401556222
6428.92,2,1,2,27,0,0,0,0,0,0,3624.8,2812.22,2808.69,1582.05,1575.55,1350.25,357.38,285.73,57.5,357.16,47.61,314.95,0,1,0.7899724992689285,0.7549277328073767,0.7539166765179843,0.5631163554687257,0.5625672741300249,0.43617279418627075,0.6434455553965519,0.12708109607356466,0.10173070007726022,0.036345248253847856,0.22668909269778809,0.03526013701166451
12857.83,1,2,1,39,0,0,0,0,0,0,846.12,2412.99,951.8,565.39,715.22,764.47,2153.12,574.28,179.44,322.59,286.98,431.2,0,2,0.9405443997937444,0.9443747506383271,0.9560275723041913,0.9259750673325127,0.8123330297569652,0.9341941836219642,0.9189081672412843,0.8923037393441332,0.6033620508510191,0.3173738481402218,0.45103604485333176,0.37539733410074955
1785.81,2,2,2,50,0,0,0,0,0,0,742.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1.0,1.0,1.0,1.0,1.0,0.5839982976912437,0.9306663829485405,0.0,0.0,0.0,0.0,0.0
2142.97,2,3,1,34,2,2,2,4,3,3,240.41,277.76,339.38,329.2,347.23,331.84,46.43,71.43,0.0,28.57,0.0,0.0,0,2,0.8451494887935902,0.8379678670256699,0.8463814239116739,0.8416310074336084,0.8703854930307003,0.8878145750990447,0.8548883092157146,0.16715869815668202,0.21047203724438684,0.0,0.08227975693344469,0.0
2500.13,2,1,2,25,0,0,0,0,0,0,46.0,0.0,71.4,0.0,0.0,30.07,0.0,71.4,0.0,0.0,30.07,0.0,0,1,0.987972625423478,1.0,1.0,0.9714414850427777,1.0,0.9816009567502489,0.9901691778694174,0.0,1.0,0.0,0.0,1.0
8571.89,2,2,1,32,0,0,0,0,0,0,7135.7,7255.96,7188.49,6517.63,6517.42,6264.41,321.45,332.84,221.44,210.51,182.15,225.01,0,2,0.2691915085237911,0.23967526414827997,0.23965076546712563,0.16138797861381793,0.15351690234009063,0.16754648041447098,0.2051614832512627,0.04430151213623008,0.0463017963438775,0.033975540188688216,0.03229959094242814,0.029076960160653597
2142.97,1,1,2,29,0,0,2,0,0,0,29.14,87.15,51.57,58.36,47.68,65.18,87.15,0.0,35.72,47.68,31.72,5.36,0,1,0.9695842685618559,0.9777505051400627,0.9727667676169054,0.9759352674092497,0.9593321418405297,0.9864020494920601,0.9736285000101105,1.0,0.0,0.6120630568882797,1.0,0.48665234734581153
1785.81,1,1,1,33,0,0,2,0,0,0,1446.68,1669.55,1633.19,1625.62,1624.02,150.72,247.51,0.0,42.86,5.54,107.15,0.0,0,2,0.915601323769046,0.0905975439716431,0.08970159199466912,0.08546261920361063,0.06510211052687576,0.18990262121950258,0.23939463511422454,0.1482495283160133,0.0,0.026365325229758492,0.0034112880383246513,0.7109209129511678
6428.92,1,2,1,41,0,0,0,0,0,0,30.68,64.68,47.68,13.07,64.68,65.29,64.68,47.68,13.07,64.68,65.29,13.07,1,3,0.9898443284408579,0.9899392121849393,0.9979669991227142,0.9925835132495038,0.9899392121849393,0.9952278143140683,0.9925835132495039,1.0,1.0,1.0,1.0,1.0
714.32,1,1,2,22,1,2,0,0,0,0,378.27,367.06,403.74,439.7,443.24,477.1,0.0,53.57,53.57,21.43,46.43,0.0,0,1,0.33209205958114013,0.37949378429835373,0.3844495464217718,0.4347911300257588,0.48614066524806815,0.4704474185239109,0.4145691006831673,0.0,0.13268440085203348,0.12183306800090972,0.04834852450139879,0.09731712429260113
13929.32,1,1,2,28,0,0,0,0,0,0,674.71,697.22,1031.06,1059.38,782.43,293.05,214.3,357.16,71.43,535.74,178.58,71.43,0,1,0.9789616434973136,0.9438285573165093,0.9239460361309811,0.9259791576329641,0.94994586957583,0.9515618852894471,0.9457038582405076,0.3073635294455122,0.3464007914185402,0.06742623043667051,0.6847130094704958,0.6093840641528749
714.32,1,2,2,36,0,0,0,0,0,0,657.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,1.0,1.0,1.0,1.0,0.07999216037630207,0.8466653600627171,0.0,0.0,0.0,0.0,0.0
5357.43,2,2,1,36,0,0,0,0,0,0,2500.17,1636.27,1582.55,979.62,71.9,168.72,89.29,42.86,93.51,71.9,168.72,0.0,0,2,0.9685072880093627,0.9865793860115765,0.8171474008993118,0.7046064997582796,0.6945793038826452,0.5333266136935061,0.7841244153757803,0.05456923368392747,0.027082872579065432,0.0954553806578061,1.0,1.0
3928.78,2,3,1,52,1,0,0,0,0,0,0.0,0.0,35.72,0.0,0.0,0.0,0.0,35.72,0.0,0.0,0.0,0.0,0,4,1.0,1.0,1.0,0.9909081190598609,1.0,1.0,0.9984846865099768,0.0,1.0,0.0,0.0,0.0
3571.62,2,1,2,30,2,2,2,2,0,0,3291.68,3349.07,3398.86,2666.43,2347.2,2802.79,135.72,122.15,2.86,64.29,607.18,71.43,0,2,0.21526086201779585,0.34281922488954597,0.2534396156366019,0.0483702073568856,0.06231066014861596,0.07837899888565975,0.1667632614891842,0.040524682971690644,0.03593852056277693,0.0010725951928233632,0.027390081799591008,0.21663413955380173
7500.4,2,1,1,39,0,0,0,0,0,0,210.98,93.4,43.57,191.33,148.58,0.0,94.18,43.57,191.33,148.58,0.0,0.0,0,2,1.0,0.9801903898458749,0.9744906938296625,0.9941909764812543,0.9875473308090236,0.9718708335555437,0.9847150374202265,1.0083511777301928,1.0,1.0,1.0,0.0
7500.4,1,1,1,40,0,0,0,0,0,0,222.26,290.84,132.58,110.4,3243.64,11.0,290.94,132.83,110.4,3243.64,11.0,120.33,0,3,0.998533411551384,0.5675377313209963,0.9852807850247988,0.9823236094074983,0.961223401418591,0.9703669137645992,0.9108776420813113,1.0003438316600193,1.001885653944788,1.0,1.0,1.0
5714.59,2,2,1,49,0,0,2,0,0,2,606.53,762.65,740.15,781.22,928.59,942.09,177.87,0.0,53.57,161.44,33.54,0.0,0,3,0.8351430286337252,0.8375054028372989,0.8632937796062359,0.8704806469055524,0.8665433565662629,0.8938629018004792,0.8611381860582591,0.23322625057365765,0.0,0.06857223317375387,0.17385498443877276,0.03560169410565869
1785.81,1,3,2,54,0,0,0,0,0,0,1539.33,1579.83,1255.32,437.02,393.34,406.74,79.0,75.93,14.82,14.32,19.97,19.79,0,4,0.7722378080534883,0.7797414058606459,0.7552819168892547,0.2970584776655971,0.11534261763569474,0.13802140205285,0.47628060469292177,0.05000538032573125,0.06048656916164803,0.03391149146492151,0.03640616260741344,0.04909770369277671
8571.89,2,3,1,55,0,0,0,0,0,0,7720.77,7815.03,8072.33,8179.51,6387.91,6519.88,285.73,392.88,321.45,250.01,250.01,257.16,0,4,0.23938827959761494,0.25478395079731536,0.0457752024349355,0.05827886265456037,0.08829558008793857,0.09929198811463971,0.1309689772811674,0.036561599891491145,0.048669962699740964,0.039299420136414034,0.03913799662174326,0.038345797775419174
9643.37,2,1,2,30,0,0,0,0,0,0,2910.44,2723.61,2524.6,2376.52,2181.15,2007.64,107.15,178.58,107.15,78.58,75.0,138.54,0,2,0.7918113688471976,0.7738186961611968,0.7535591810746658,0.738203553322127,0.7175665768294693,0.6981926442726972,0.7455253367512255,0.039341168522659266,0.07073595817159155,0.04508693383602915,0.0360268665612177,0.03735729513259349
1785.81,2,2,2,22,0,0,0,0,0,0,1019.48,1024.38,832.4,581.53,337.55,336.02,51.79,50.0,46.43,14.29,14.29,14.29,0,1,0.8118388854357407,0.8109821313577592,0.6743606542689312,0.5338809839792588,0.4263779461420867,0.4291217990715697,0.6144270667092243,0.050557410336008114,0.0600672753483902,0.0798411087992021,0.04233446896756036,0.04252723052199274
1785.81,1,3,1,43,2,2,2,0,0,0,371.91,461.56,429.67,451.81,478.78,492.63,107.15,0.0,53.57,53.57,35.72,53.57,0,3,0.7241419859895509,0.7318975702902325,0.7469999608021011,0.7593976962834792,0.7415402534424155,0.7917415626522418,0.7492865049100036,0.23214749978334345,0.0,0.1185675394524247,0.1118885500647479,0.07250877940848101
12857.83,2,1,2,31,0,0,0,0,0,0,122.47,1197.74,87.18,202.9,2350.7,627.78,1203.71,87.61,203.94,2362.45,628.21,287.52,0,2,0.9511752760769119,0.8171775486221238,0.9842197322565317,0.9932196957029297,0.9068474229321745,0.9904750646104359,0.9405191233668512,1.004984387262678,1.0049323239275063,1.005125677673731,1.0049985110818054,1.000684953327599
1071.49,2,3,1,46,1,2,2,2,2,2,1042.95,1085.99,1117.74,1068.95,990.91,1004.23,71.43,60.72,34.07,0.0,80.47,39.5,1,3,0.06277240104900651,0.07520368832186958,0.0023705307562366085,-0.043164191919663274,-0.013532557466705243,0.026635806213777043,0.01838094615908687,0.06577408631755358,0.054323903591175046,0.031872398147715045,0.0,0.0801310456767872
2857.3,2,2,2,24,0,0,0,0,0,0,684.57,364.02,258.62,116.47,223.73,31.82,107.15,71.61,116.47,107.26,31.82,73.93,0,1,0.9888636125013124,0.9216988065656389,0.9592377419241942,0.9094879781612012,0.872600006999615,0.7604136772477513,0.902050303899952,0.2943519586835888,0.27689273838063566,1.0,0.4794171546059983,1.0
6428.92,2,1,2,30,0,0,0,0,0,0,278.87,161.12,122.69,190.9,72.08,5.86,42.79,39.25,71.75,72.29,5.86,77.11,0,2,0.9990884938683325,0.9887881634862465,0.9703060545161551,0.9809159236699166,0.9749382477927864,0.9566225742426411,0.9784432429293464,0.2655784508440914,0.31991197326595483,0.3758512310110005,1.0029134295227526,1.0
12143.51,1,2,1,40,0,0,0,0,0,0,5283.96,5162.53,5236.1,5340.25,5418.04,5518.12,184.62,190.47,191.65,198.22,250.01,32.68,0,3,0.5455910194004864,0.55383245865487,0.5602383495381483,0.5688149472434246,0.5748733273987505,0.5648737473761705,0.561370641601975,0.03576153552618581,0.036376310612860716,0.035887832966621416,0.03658518578674207,0.045307097344747846
3928.78,1,1,2,39,0,0,0,0,0,0,653.96,690.29,737.54,0.0,0.0,0.0,47.4,58.93,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,0.8122725120775406,0.8242991462998692,0.8335462917241485,0.9116863250169264,0.06866679221776355,0.07990075114570058,0.0,0.0,0.0
3214.46,2,2,3,36,0,0,0,0,0,0,3266.53,3251.92,2503.74,1033.7,982.48,1008.98,112.04,181.94,39.5,35.75,42.9,38.36,0,2,0.6861121308089072,0.6943561282454906,0.678421881124668,0.221100900306739,-0.011653590338657205,-0.016198677227279284,0.3753564621533114,0.03445349209082634,0.0726672897345571,0.03821224726709877,0.03638750916049181,0.042518186683581434
5714.59,1,3,1,62,0,0,0,0,0,0,1343.46,1382.47,1445.08,1469.69,-0.04,-0.04,60.72,85.72,71.43,0.0,0.0,0.0,0,5,1.0000069996272698,1.0000069996272698,0.7428179449444317,0.7471244656222057,0.7580806322063349,0.7649070187012541,0.8354906767881277,0.04392138708254067,0.05931851523791071,0.048602086154223005,-0.0,-0.0
10357.7,2,1,2,31,0,0,0,0,0,0,2962.27,2957.8,2555.17,2124.86,2422.31,2555.35,179.19,144.04,101.01,357.16,178.58,107.15,0,2,0.7532898230302094,0.7661343734612898,0.7948521389883854,0.7533072014057175,0.7144346717900693,0.7140031087982853,0.7493368862456595,0.06058218946514301,0.0563719830774469,0.04753724951290909,0.14744603291899055,0.0698847515995852
8929.05,2,2,1,31,0,0,0,0,0,0,3682.66,3664.27,3468.36,3536.94,3602.73,3618.02,142.86,160.72,178.58,142.86,178.58,157.15,0,2,0.5948034785335505,0.5965158667495423,0.6038839518201824,0.6115645001427923,0.5896237561666694,0.5875641865596004,0.5973259566620562,0.038987301699929325,0.046338903689351736,0.050489971557334874,0.039653262942268785,0.04935848889724214
2142.97,2,2,2,27,1,2,2,2,2,2,181.69,258.44,289.44,279.48,306.44,296.44,86.08,40.4,0.0,31.64,0.0,11.86,0,1,0.8616686187860773,0.8570021978842447,0.8695828686355852,0.86493511341736,0.8794010182130407,0.9152157986346052,0.8746342692618189,0.3330753753288965,0.13957987838584854,0.0,0.10325022842970892,0.0
1071.49,2,2,2,22,0,0,0,0,0,0,1051.81,1082.49,935.26,989.27,1035.31,1056.06,50.07,71.43,71.43,71.43,89.29,71.43,0,1,0.014400507704225017,0.033766064078992866,0.0767342672353452,0.127140710599259,-0.010266078078190183,0.018366946961707587,0.04335706975022324,0.046254468863453704,0.07637448410067789,0.07220475704307218,0.06899382793559418,0.08455012025831866
17858.1,1,2,2,32,0,0,0,0,0,0,369.27,228.76,-164.9,602.85,185.55,10.36,228.76,3.54,802.9,0.0,20.72,1312.68,0,2,0.9994198710949093,0.9896097569170292,0.9662422094175753,1.0092339050626886,0.9871901266092138,0.9793219883414249,0.9885029762404735,1.0,-0.02146755609460279,1.331840424649581,0.0,2.0
7143.24,1,1,2,39,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6428.92,1,1,2,29,1,0,0,0,0,0,0.0,3571.62,0.0,272.59,0.0,216.83,3571.62,0.0,272.59,0.0,216.83,0.0,0,1,0.966272717657087,1.0,0.9575994101653155,1.0,0.4444447901047143,1.0,0.8947194863211861,1.0,0.0,1.0,0.0,1.0
3928.78,2,1,1,41,2,2,7,7,7,7,5.36,5.36,5.36,5.36,5.36,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.9986357087950967,0.9986357087950967,0.9986357087950967,0.9986357087950967,0.9986357087950967,0.9986357087950967,0.9986357087950967,0.0,0.0,0.0,0.0,0.0
10000.54,2,2,1,30,0,0,0,0,0,0,2563.35,2645.36,2711.11,2775.97,2841.22,2921.62,142.86,107.15,107.15,107.15,125.01,142.86,1,2,0.7078537758961017,0.7158933417595451,0.7224179894285709,0.728903639203483,0.7354782841726546,0.7436788413425675,0.7257043119671538,0.05400399189524299,0.03952255718137589,0.038599120307496126,0.03771267272509697,0.04278790534018798
16072.29,1,1,2,34,0,0,0,0,0,0,9312.39,8161.69,8313.37,7429.15,6950.66,7180.53,723.43,1791.92,253.44,235.87,357.59,357.16,0,2,0.5532354132485167,0.5675376688698375,0.5377665534905107,0.4827513689710676,0.4921887297951941,0.4205934561907482,0.5090121984276458,0.08863727977906537,0.21554676382742496,0.03411426610042872,0.033934906900927396,0.049799945129398525
1071.49,2,3,1,44,2,0,0,0,0,0,951.02,986.87,1042.16,1076.7,941.87,984.59,51.86,71.43,53.57,33.32,71.43,107.15,1,3,0.08110201681770243,0.12097173095409197,-0.004862387889761021,0.027373097275756122,0.07897413881604122,0.11243222055268834,0.06933180275441986,0.052549981253863225,0.06854033929530974,0.04975387758892914,0.03537643199167614,0.07254796412720016
5000.27,2,2,1,40,0,0,0,0,0,0,3508.08,3484.04,3516.51,3672.02,3736.09,3818.67,128.58,178.58,214.3,178.58,142.86,357.16,0,3,0.23630723940907197,0.25282234759323,0.26563565567459363,0.2967359762572821,0.30322962560021766,0.2984218852181983,0.2755254549587656,0.03690543162535448,0.05078330503823393,0.05836024858252407,0.04779863440120554,0.03741093103096105
714.32,1,3,1,34,0,0,0,0,0,0,631.89,617.64,600.14,590.21,578.07,-93.68,71.43,71.58,53.57,53.57,0.0,696.47,0,2,1.1311457050061595,0.1907408444394669,0.17374566020831,0.15984432747228142,0.13534550341583612,0.11539646096987352,0.31770308358532123,0.11564989314163591,0.11927216982704035,0.09076430423069755,0.0926704378362482,-0.0
1785.81,2,3,2,24,2,0,0,0,0,0,2049.97,2105.15,2165.47,1916.6,722.5,680.18,89.29,107.15,180.87,35.72,30.0,35.72,1,1,0.619119615188626,0.5954216853976627,-0.07323847441777119,-0.21259820473622607,-0.17882081520430512,-0.14792167139841297,0.10032702247159557,0.042415029807852174,0.04948117498741613,0.09437023896483357,0.049439446366782006,0.044105971948601844
8571.89,2,1,2,31,2,0,0,0,0,0,6410.45,6541.46,6625.0,6762.9,6897.33,7051.98,291.12,242.51,248.26,246.98,265.91,258.87,1,2,0.17731328796799772,0.19535481673236585,0.21103747248273133,0.22712493977407544,0.2368707484580413,0.2521544256867505,0.21664261518366035,0.044503826362922036,0.03660528301886792,0.03670910408256813,0.03580805906053502,0.037707140405956914
