,limit,age,behind1,behind2,behind3,billed1,billed2,billed3,billed4,billed5,billed6,paid1,paid2,paid3,paid4,paid5,paid6,default,avail6,avail5,avail4,avail3,avail2,avail1,avg_av
461,2855.87,29,0,0,0,2821.88,2880.0,2795.57,2883.61,2831.09,2827.13,107.1,110.66,249.89,114.23,124.94,114.23,0,0.010063483281801969,0.008676865543599584,-0.00971332728730658,0.02111440646808144,-0.008449264147177607,0.011901802252903592,0.0055989943519837325
462,3926.82,35,0,0,0,3852.03,3625.99,3715.45,3742.22,3834.0,3773.1,142.79,189.2,142.79,149.93,142.79,135.65,0,0.03914617935123083,0.023637447094595667,0.04701004884359363,0.05382726990287315,0.07660906280399926,0.019045945574281468,0.043212658928429015
463,12851.41,48,0,0,0,75.64,-0.11,-0.11,-0.11,25.38,31.24,0.11,0.0,0.0,25.49,31.38,54.23,0,0.9975691383280124,0.9980251194226938,1.0000085593720844,1.0000085593720844,1.0000085593720844,0.9941142645048286,0.998289033395298
464,1070.95,25,1,2,2,950.4,988.95,955.04,1074.77,1092.87,970.64,64.26,0.0,146.36,32.13,0.0,1460.95,1,0.09366450347822032,-0.020467808954666274,-0.0035669265605303107,0.10823100985106687,0.0765675334982959,0.1125636117465802,0.061165320509827786
465,2498.88,29,0,0,0,1429.65,1455.89,1578.05,1598.71,1562.27,1665.19,60.69,146.36,57.12,0.0,128.51,71.4,0,0.3336254642079652,0.3748119157382508,0.36022938276347805,0.3684970866948393,0.4173829875784351,0.4278836918939685,0.3804050881461561
466,5354.75,44,1,2,2,973.49,878.18,0.0,363.94,865.04,785.36,0.0,0.0,363.94,865.04,0.0,0.0,1,0.8533339558336057,0.8384537093234978,0.9320341752649518,1.0,0.8359998132499182,0.81820066296279,0.8796703861057938
467,2141.9,27,0,0,0,1959.84,1997.25,1970.12,1997.68,2019.24,2051.37,70.36,71.4,71.5,71.5,73.9,76.39,1,0.04226621224146795,0.057266912554274275,0.06733274195807462,0.08019982258742248,0.06753349829590555,0.08499929968719369,0.06659974788738976
468,3569.84,28,0,0,0,3400.3,3506.51,3508.97,3584.33,3585.19,3619.53,192.81,127.66,134.01,135.87,135.51,142.79,0,-0.013919391345270392,-0.004299912601124955,-0.00405900544562215,0.01705118436680645,0.01774029088138402,0.04749232458597583,0.010000915073691469
469,11066.49,25,0,0,0,5015.01,5061.88,5180.72,5297.21,5430.86,5564.91,142.79,160.64,160.64,178.49,178.49,178.49,0,0.4971386591412453,0.5092518043209726,0.5213288043453705,0.5318551772061421,0.5425939028544733,0.5468292114301825,0.524832926549731
470,2498.88,50,0,0,0,458.97,495.03,531.8,569.07,584.6,605.41,54.62,55.69,57.12,35.7,35.7,85.68,0,0.7577274619029326,0.7660551927263415,0.7722699769496734,0.7871846587271097,0.8018992508643873,0.8163297157126392,0.7835777094805141
471,5354.75,25,0,0,2,4637.61,4998.23,4900.63,5135.14,5247.16,5347.79,435.52,35.7,371.26,199.91,192.77,178.49,1,0.0012997805686540056,0.02009244129044309,0.04101218544283107,0.08480694710303932,0.06658013912881093,0.13392595359260476,0.0579529078543972
472,17849.18,43,0,0,0,5045.0,5124.43,5229.34,4967.6,5081.2,5190.93,178.49,179.03,178.49,178.49,178.49,178.49,0,0.7091782367593357,0.7153258581066468,0.7216902961368533,0.7070263171753548,0.7129038981062435,0.7173539624789487,0.7139130947938971
473,1784.92,39,0,0,0,1528.67,1566.16,906.74,863.97,924.73,984.1,71.4,71.4,35.7,71.4,71.4,71.4,0,0.4486587634179683,0.4819207583533156,0.5159614996750554,0.4919996414405128,0.12256011473903593,0.1435638572036842,0.3674441058049287
474,7139.67,32,0,0,0,4727.75,4766.8,4920.55,5019.51,5065.45,5393.38,170.64,230.58,233.82,182.28,410.53,0.0,1,0.2445897359401765,0.2905204302159624,0.2969549012769497,0.3108154858697951,0.33235009461221593,0.3378195350765512,0.3021750304986085
475,713.97,25,2,2,2,5.35,5.35,5.35,41.05,35.7,0.0,0.0,0.0,35.7,0.0,0.0,0.0,0,1.0,0.9499978990713897,0.9425045870274662,0.9925066879560764,0.9925066879560764,0.9925066879560764,0.9783370916611809
476,13565.37,28,0,0,0,46.19,37.77,12.82,12.82,12.82,18.17,37.77,12.82,12.82,12.82,18.17,12.82,0,0.9986605599404956,0.9990549465292876,0.9990549465292876,0.9990549465292876,0.9972157044002484,0.9965950062548976,0.9982726850305842
477,4283.8,42,0,0,0,3363.43,3395.95,6174.28,3046.21,3109.43,2543.04,121.91,107.17,113.41,116.77,96.46,93.53,0,0.4063588402819927,0.2741421168121761,0.2889000420187684,-0.44130911807273904,0.2072575750501892,0.21484896587142266,0.15836640366030166
478,7139.67,29,0,0,0,2144.33,1807.62,1473.09,1751.79,403.89,421.81,89.25,93.74,335.99,17.85,35.7,17.85,0,0.940920238610468,0.9434301585367392,0.7546399203324523,0.7936753379357869,0.7468202311871557,0.6996597881974937,0.8131909458000159
479,7139.67,40,2,2,0,6629.04,6469.83,6618.83,6749.45,7058.85,6543.47,0.0,307.01,296.3,473.25,32.74,249.89,1,0.08350526004703296,0.011319850917479337,0.05465518714450391,0.07295015035708935,0.09381946224405333,0.07152011227409671,0.06462833716404259
480,1784.92,50,0,0,0,1679.71,398.57,435.02,474.07,501.74,515.06,42.84,43.05,46.41,35.7,21.42,18.92,1,0.7114380476435919,0.7189005669721892,0.7344026623041929,0.7562803935190373,0.7767014768168882,0.05894381821033998,0.62611116091104
481,12851.41,32,0,0,0,4302.83,4445.52,4587.88,4796.72,4841.62,4814.42,214.19,214.19,285.59,175.56,178.49,117.8,0,0.6253780713555944,0.623261572076527,0.6267553521364582,0.6430057091011803,0.6540830928279465,0.6651861546709661,0.6396116586947788
482,7139.67,31,0,0,0,0.0,33.91,0.0,63.61,23.88,0.0,33.91,0.0,86.46,23.88,0.0,0.0,0,1.0,0.9966553075982504,0.9910906246367128,1.0,0.9952504807645172,1.0,0.9971660688332468
483,3212.85,24,2,2,2,502.81,484.0,435.27,463.58,422.35,445.8,0.0,71.4,46.41,24.99,35.7,124.94,1,0.8612446892945516,0.8685435049877834,0.8557106618734146,0.8645221532284421,0.8493549340927836,0.8435003190313896,0.8571460437513941
484,8210.62,28,0,0,0,12.67,0.0,32.7,0.0,0.0,316.93,0.0,32.7,0.0,0.0,316.93,28.56,1,0.9613999917180432,1.0,1.0,0.9960173531353296,1.0,0.9984568765817928,0.9926457035725276
485,9281.57,53,1,0,0,0.0,35.34,0.0,68.9,153.65,5.35,35.34,0.0,68.9,153.65,0.0,5.35,1,0.999423588897137,0.9834456886065612,0.9925766869182692,1.0,0.9961924545093124,1.0,0.9952730698218802
486,10352.52,56,0,0,0,7925.03,8100.56,14839.8,8308.15,7870.06,8024.28,357.45,303.47,536.12,357.02,285.48,272.16,0,0.22489596735867212,0.23979282338986066,0.1974755904842493,-0.43344808800176177,0.21752771305923585,0.2344830051040713,0.11345450189905458
487,6425.7,33,0,0,0,124.59,0.0,39.7,370.66,70.68,95.39,0.0,39.7,370.66,70.68,95.39,78.43,0,0.9851549247552795,0.9890004201876836,0.9423160122632552,0.9938216847969872,1.0,0.9806106727671692,0.9818172857950624
488,5711.74,30,0,2,2,233.75,114.23,0.0,170.46,16.28,0.0,0.25,0.0,170.46,16.28,0.0,0.0,0,1.0,0.9971497302048062,0.9701562045891444,1.0,0.9800008403743868,0.9590755181433328,0.9843970488852783
489,5354.75,40,0,0,0,302.79,124.69,168.64,205.23,12.32,12.46,125.44,168.64,205.23,12.32,12.46,857.69,0,0.9976730939819786,0.9976992389934172,0.9616732807320604,0.9685064662215788,0.976714132312433,0.9434539427611,0.974286692500428
490,713.97,43,0,0,2,493.24,549.68,565.89,601.95,613.9,626.79,64.79,35.7,45.66,21.92,22.74,83.89,1,0.12210597083911096,0.14015995069820866,0.1568973486280936,0.20740367242321112,0.2301077076067623,0.3091586481224701,0.1943055497196428
491,3569.84,27,0,0,0,3433.86,3459.46,3482.91,3518.47,3678.32,3420.01,125.09,124.94,135.65,267.74,0.0,128.51,1,0.041971068731371686,-0.030387916545279343,0.014390000672299138,0.02435123142773914,0.030920153284180837,0.03809134302937947,0.01988931343328182
492,7139.67,26,2,2,2,7031.83,7141.63,7228.7,5791.27,5508.04,5266.01,278.45,267.74,0.0,239.18,178.49,249.89,1,0.2624294960411335,0.22853017016192625,0.18886026945222956,-0.012469764008700646,-0.0002745224919359069,0.015104339556310046,0.11369666478516045
493,6068.72,45,0,0,0,1443.68,1461.38,1216.96,1245.66,1314.73,1346.79,178.49,71.4,71.4,107.1,71.4,71.4,0,0.7780767608325974,0.7833595881833401,0.7947409008818993,0.7994700694709922,0.7591946901488288,0.7621112854110916,0.7794922158214582
494,4640.79,43,0,0,0,2642.39,2553.4,2369.3,1566.52,1465.88,1042.93,178.49,107.1,89.25,146.36,0.0,178.49,0,0.7752688658612003,0.6841313655649146,0.662445402614641,0.4894619235087129,0.4497919535251541,0.4306163390284844,0.5819526416838512
495,1070.95,22,0,0,0,729.64,773.37,677.16,832.38,631.47,714.43,56.94,71.4,178.49,0.0,192.77,10.71,0,0.33290069564405445,0.4103646295345254,0.22276483495961533,0.3677015733694384,0.2778654465661329,0.31869835193052903,0.3217159220007159
496,1784.92,45,0,0,0,1744.76,1788.59,1665.01,1123.03,1031.72,1053.92,74.25,60.33,52.05,39.27,38.41,39.05,0,0.409542164354705,0.4219796965690339,0.37082334222262064,0.0671794814333416,-0.002056114559756093,0.022499607825560854,0.2149946963075843
497,3926.82,35,2,0,0,2412.89,2490.78,2566.21,2740.46,2800.96,2851.94,114.23,114.23,214.19,107.1,99.96,114.23,1,0.2737278510346795,0.28671036614869033,0.3021172348108648,0.34649156314778884,0.3657004904732073,0.3855358789045589,0.3267138974199649
498,16064.26,54,1,0,0,-8.46,-85.68,-85.68,142.44,1072.74,356.73,0.0,0.0,228.11,1072.74,356.73,0.0,0,0.9777935616081912,0.9332219473539396,0.9911331116403744,1.0053335790132878,1.0053335790132878,1.0005266349025723,0.9855570689219424
499,4640.79,32,0,0,0,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,0,0.9884933384186744,0.9884933384186744,0.9884933384186744,0.9884933384186744,0.9884933384186744,0.9884933384186744,0.9884933384186744
500,2498.88,27,0,0,0,2503.13,2446.62,2377.55,1049.57,1033.43,1063.63,128.51,58.76,21.42,1016.26,47.37,35.7,0,0.5743573120758101,0.5864427263414009,0.5799838327570752,0.04855375208093223,0.020913369189396937,-0.0017007619413497244,0.30142503841721097
501,356.98,49,0,0,0,309.54,236.07,273.02,312.65,335.92,156.11,45.16,46.41,49.98,35.7,10.85,10.1,0,0.5626925878200459,0.05899490167516387,0.12418062636562285,0.2351952490335594,0.3387024483164324,0.13289259902515546,0.2421097353726633
502,19991.08,45,0,0,0,13374.85,13637.13,13552.95,13840.46,11955.66,12204.69,471.04,482.28,510.2,412.42,433.02,417.78,1,0.3894932139734322,0.4019502698203399,0.30766822002613176,0.3220501343599245,0.3178392563083136,0.33095910776206194,0.3449933670417007
503,3212.85,24,0,0,0,17.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.994543785112906,0.9990906308521512
504,15350.29,42,0,0,0,1374.21,426.06,1173.69,4129.69,3000.41,1328.34,426.06,1174.01,4129.69,0.0,1328.34,1055.21,0,0.91346482704887,0.8045372432703226,0.7309699035001945,0.9235395552787602,0.9722441725856644,0.910476609888152,0.8758720519286607
505,3569.84,26,0,0,0,236.72,272.84,320.39,393.82,377.01,384.79,40.34,52.19,89.92,0.0,19.17,19.21,0,0.8922108553884768,0.8943902247719785,0.8896813302556977,0.9102508795912422,0.9235708042937498,0.933688904824866,0.9072988331876686
506,4640.79,44,0,0,0,3891.33,3935.96,4044.02,3614.35,3460.56,2926.44,160.64,178.49,142.79,378.4,0.0,82.11,0,0.3694090876768826,0.2543166141971518,0.22117785980404198,0.12859233018516245,0.15187715884579994,0.16149405596891908,0.21447785111299295
507,2855.87,40,1,2,0,2261.13,1901.37,1407.3,1212.1,1037.75,991.88,0.21,71.61,142.79,0.0,39.91,107.1,0,0.6526872721797561,0.6366256167122453,0.5755759190719466,0.5072254689464156,0.33422389674600034,0.208251776166282,0.4857649916371076
508,1784.92,46,0,0,0,66.15,130.51,157.07,0.0,60.83,132.62,71.4,35.7,0.0,60.83,71.79,0.0,0,0.9256997512493558,0.9659200412343409,1.0,0.9120016583376286,0.9268818770589158,0.9629395154964928,0.948907140562789
509,4997.77,37,0,0,0,3100.69,3195.32,3265.54,3305.35,3423.01,3489.12,178.49,153.5,128.51,178.49,118.16,121.37,0,0.30186463162570515,0.31509253126894604,0.338635031223926,0.3466005838604018,0.36065085027922456,0.3795852950415886,0.3404048205499653
510,12851.41,46,1,2,0,12917.91,12254.1,10199.27,9693.14,9879.84,9993.86,0.0,407.89,349.17,370.19,496.17,355.27,0,0.22235303363599787,0.23122521186391215,0.2457528006654523,0.206369573455364,0.0464781685433738,-0.005174529487425894,0.15783404311277904
511,5354.75,27,1,0,0,0.0,0.0,0.0,0.0,24.95,41.77,0.0,0.0,0.0,24.95,41.77,41.87,0,0.9921994490872588,0.9953405854615062,1.0,1.0,1.0,1.0,0.9979233390914608
512,12851.41,58,0,0,0,48.23,19.78,38.91,27.84,13.92,13.85,19.78,39.13,27.84,0.0,13.85,31.66,0,0.9989222972420924,0.9989168503689478,0.9978337007378956,0.9969723166563048,0.9984608692742664,0.99624710440333,0.9978921897804728
513,5711.74,36,0,0,0,310.58,184.17,376.62,127.3,87.57,95.42,185.02,380.9,127.66,87.82,95.67,88.67,0,0.9832940575026174,0.9846684197810124,0.9777125709503584,0.9340621246765434,0.9677558852468776,0.9456242756147863,0.9655195556286994
514,713.97,24,0,0,0,121.2,81.96,14.14,14.14,320.29,142.22,81.96,14.14,14.14,320.29,142.22,14.14,1,0.8008039553482639,0.5513957169068728,0.980195246298864,0.980195246298864,0.8852052607252405,0.8302449682759779,0.8380067323090139
515,713.97,47,0,2,0,300.72,153.86,606.51,136.37,155.29,113.52,0.0,606.51,0.0,155.29,113.52,27.84,0,0.8410017227614606,0.7824978640559128,0.8089975769290026,0.15051052565233838,0.7845007493312044,0.5788058321778226,0.6577190451512903
516,8210.62,37,0,0,0,8151.43,6781.47,5082.62,5134.42,5129.78,5117.07,217.76,249.89,191.2,192.77,185.63,196.34,0,0.376774226550492,0.3752262313930009,0.3746611096360568,0.3809700120088374,0.1740611549432321,0.007208956205499769,0.2814836151228532
517,3926.82,24,1,1,0,349.38,-44.84,2322.68,2359.73,1937.53,1848.85,0.18,2445.34,111.16,143.36,71.4,71.4,0,0.5291737334535325,0.5065905745616046,0.3990735506083804,0.4085086660452988,1.0114189089390395,0.9110272434183384,0.6276321128376989
518,17849.18,30,1,0,2,612.01,87.35,43.59,41.3,40.45,75.22,131.3,0.21,41.48,40.45,36.06,0.18,0,0.9957858008042946,0.997733789451392,0.997686168216131,0.9975578710058388,0.9951062177646256,0.9657121503620896,0.9915969996007288
519,9995.54,32,0,0,0,1625.56,410.85,75.32,75.72,242.36,534.01,410.85,178.49,75.72,242.36,534.01,573.57,0,0.946575172526947,0.9757531859209206,0.992424621381136,0.9924646392290962,0.9588966679138896,0.8373714676745829,0.950580959107762
520,11423.47,32,0,0,0,489.78,721.78,645.68,201.3,-1.46,200.37,286.12,40.7,201.3,0.0,201.84,0.0,0,0.9824597954912124,1.0001278070498718,0.9823783841512256,0.9434777698895344,0.9368160462626504,0.9571251117217447,0.9670641524277064
521,3212.85,27,0,0,0,3063.7,2970.32,2642.75,2505.95,2546.36,2337.49,118.77,123.91,114.2,105.81,97.03,74.5,0,0.2724559191994647,0.20744510325723264,0.22002272125994055,0.17744370263161988,0.07548749552577921,0.04642295781004408,0.16654631661401353
522,713.97,37,0,0,0,15.17,58.05,16.42,12.85,54.26,41.41,58.15,16.42,12.85,54.26,0.0,79.71,0,0.9420003641609592,0.9240024090648068,0.9820020449038476,0.9770018348109866,0.9186940627757471,0.9787526086530248,0.9537422207282288
523,8924.59,42,0,0,0,8903.38,9153.06,485.5,116.88,87.32,953.5,406.96,485.5,116.88,0.0,953.5,428.38,0,0.8931603580668692,0.9902157970282108,0.986903600053336,0.94559974183688,-0.02560005557678273,0.002376579764448669,0.6321093368621603
524,1784.92,43,0,0,2,284.8,406.82,317.72,305.76,306.65,710.18,138.76,0.0,16.17,11.14,53.55,17.85,0,0.6021222239652199,0.828199583174596,0.8286982049615669,0.8219976245433969,0.7720794209264281,0.8404410281693298,0.7822563476234231
525,1784.92,34,0,0,0,1572.01,1267.22,1179.58,912.31,870.65,908.02,160.64,142.79,107.1,89.25,142.79,89.25,0,0.4912825224659929,0.5122190350267799,0.4888790534029537,0.3391412500280125,0.29004101024135537,0.11928265692580065,0.3734742546818158
526,3212.85,36,0,0,0,24.45,0.0,17.49,30.34,35.7,48.55,0.0,17.49,30.34,35.7,48.55,0.0,1,0.9848888058888524,0.988888370138662,0.9905566708685436,0.9945562351183528,1.0,0.9923899341705964,0.9918800026975012
527,14279.34,37,0,0,0,250.28,344.1,289.23,306.47,450.98,726.03,356.98,303.47,321.39,464.08,731.82,392.68,0,0.9491552130560656,0.9684173078027416,0.9785375234429604,0.9797448621574948,0.9759022475828716,0.9824725792648679,0.9723716222178336
528,713.97,40,1,2,2,568.28,604.69,584.52,592.74,601.05,619.62,56.05,0.0,28.56,23.2,28.56,35.7,0,0.1321484095970419,0.1581579057943612,0.16979705029623096,0.1813101390814741,0.1530596523663459,0.2040561928372341,0.16642155832878133
529,3926.82,25,0,0,0,3314.56,3382.99,3351.86,3060.17,3085.87,2999.05,155.15,145.47,112.24,115.59,113.06,114.31,0,0.23626496758191104,0.21415547440422536,0.22070021034832255,0.14641873067774944,0.13849119643884886,0.1559175108612058,0.1853246817187105
530,7139.67,39,0,0,0,721.75,901.1,140.29,0.0,0.0,0.0,901.99,140.29,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.9803506324522002,0.8737896849574279,0.8989098935945219,0.9588417018340252
531,713.97,47,0,0,0,291.01,259.46,132.05,27.84,0.0,0.0,40.16,35.7,27.84,0.0,0.0,0.0,0,1.0,1.0,0.9610067649901256,0.8150482513270867,0.6365953751558189,0.5924058433827752,0.8341760391426344
532,3569.84,24,0,0,0,1903.04,267.74,552.5,837.91,446.23,523.55,267.74,358.23,838.91,446.23,523.55,2822.06,0,0.8533407659727046,0.875,0.7652807968984605,0.8452311588194429,0.9249994397508012,0.4669116823162943,0.7884606406262838
533,3569.84,32,1,2,2,3419.69,3476.66,3359.57,3313.63,2432.34,1898.08,142.79,0.0,71.4,71.4,107.1,0.0,0,0.4683011003294266,0.3186417318423235,0.07177072361786524,0.05890179952042667,0.02610201017412553,0.04206070860318672,0.16429634568122573
534,3569.84,30,0,0,0,1013.23,1174.58,1509.43,1839.86,1805.73,1877.3,178.49,356.98,356.98,0.0,101.6,69.11,1,0.47412208950541207,0.4941706070860319,0.4846099545077651,0.5771715258947179,0.6709712480111154,0.7161693521278265,0.5695357961888113
535,7496.65,33,0,2,2,34.63,81.14,46.51,192.24,64.76,0.0,46.51,0.11,192.31,64.76,0.0,0.0,0,1.0,0.9913614747920738,0.9743565459238459,0.99379589549999,0.9891764988361468,0.9953806033361569,0.9906785030647022
536,9995.54,32,0,0,0,4913.16,4148.47,4180.92,4165.6,4203.73,4227.83,214.19,214.19,178.49,178.49,143.22,170.6,0,0.5770283546461722,0.5794394299857737,0.5832541313425788,0.5817214477657036,0.5849678956814739,0.5084647752897793,0.5691460057852469
537,17849.18,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
538,7139.67,39,0,0,0,266.85,554.75,138.83,374.69,1140.49,1178.62,557.5,140.19,376.58,1146.2,1184.51,318.07,0,0.8349195410992385,0.8402601240673588,0.9475199834166006,0.9805551236961932,0.9223003304074278,0.9626243229729105,0.9146965709432884
539,713.97,58,0,0,0,615.48,659.1,701.12,682.34,666.81,535.48,53.55,58.05,3.57,21.42,10.71,0.0,0,0.2499964984523159,0.0660531955124166,0.04430158129893412,0.01799795509615253,0.07685196857010801,0.13794697256187236,0.0988580285819666
540,356.98,23,0,0,0,272.77,305.47,324.14,50.33,339.42,321.18,45.05,35.7,39.8,333.03,11.82,35.7,0,0.10028573029301363,0.04919043083646143,0.8590117093394588,0.09199394924085393,0.14429379797187514,0.23589556837918102,0.24677853101014066
541,1784.92,26,1,2,2,603.98,637.36,652.03,730.21,713.47,776.33,53.55,35.7,89.25,0.0,74.97,0.0,0,0.5650617394617126,0.6002790041010241,0.5909004325123816,0.6347007148779777,0.6429195706250139,0.6616206888824149,0.6159136917434207
542,7496.65,30,0,0,0,259.31,314.72,383.72,182.95,204.62,331.89,71.4,89.25,71.4,35.7,142.79,142.79,0,0.9557282252739556,0.972705141629928,0.975595766108862,0.9488144704634736,0.9580185816331296,0.9654098830811096,0.9627120113650764
543,2498.88,33,1,2,8,934.62,1342.65,1321.77,1389.45,1367.89,1361.29,428.38,0.0,89.25,0.0,35.7,53.55,0,0.4552399474964785,0.4525987642463824,0.44397089896273534,0.4710550326546293,0.4626992892815982,0.6259844410295813,0.4852580622785674
544,1070.95,24,0,0,0,109.06,656.56,22.85,0.0,92.21,166.1,657.1,22.85,0.0,92.21,166.1,92.21,0,0.8449040571455251,0.9138988748307576,1.0,0.978663803165414,0.386936831784864,0.8981651804472665,0.8370947912289712
545,1070.95,25,1,2,0,1083.34,1018.01,1060.56,1064.99,1046.18,1047.68,0.0,64.26,35.7,37.16,40.62,33.27,0,0.021728372006162736,0.023128997618936442,0.005565152434754224,0.009701666744479294,0.0494327466268267,-0.011569167561510687,0.01633129464494145
546,1070.95,23,1,2,0,1003.41,971.99,889.64,926.19,736.6,57.12,0.0,53.55,186.67,33.63,60.83,0.0,0,0.9466641766655772,0.312199449087259,0.13516970913674772,0.16929828656800042,0.09240394042672397,0.06306550259115745,0.28646684407924433
547,7496.65,29,0,0,0,1568.34,1613.46,1658.83,1691.89,1735.08,1773.1,71.4,71.4,71.4,71.4,71.4,71.4,0,0.7634810215229468,0.7685526201703428,0.7743138601908852,0.7787238299773899,0.7847758665537273,0.7907945549011892,0.7767736255527469
548,5711.74,37,0,0,0,11.28,11.28,0.0,11.28,22.56,0.0,11.28,0.0,11.28,22.56,0.0,11.28,0,1.0,0.99605024038209,0.9980251201910452,1.0,0.9980251201910452,0.9980251201910452,0.998354266825871
549,1784.92,50,0,0,0,680.45,1775.56,1784.42,313.11,308.01,266.45,1874.09,68.04,9.92,12.57,15.99,7.14,0,0.8507216009681106,0.8274376442641687,0.8245803733500661,0.0002801245994218228,0.005243932501176596,0.6187784326468413,0.5211736847216308
550,11780.46,27,0,0,0,0.0,0.0,0.0,0.0,0.0,79.75,0.0,0.0,0.0,0.0,79.75,35.7,0,0.993230315284802,1.0,1.0,1.0,1.0,1.0,0.9988717192141338
551,3926.82,41,0,0,0,1909.75,1824.54,1749.04,1669.68,1185.9,1137.28,89.6,89.57,72.5,53.8,72.54,54.3,0,0.7103814282294579,0.6979999083227649,0.5748009840023226,0.554591246861328,0.5353644934068789,0.5136650011968973,0.5978005103366083
552,1070.95,27,2,0,0,841.59,877.61,924.05,958.54,957.0,985.24,49.98,60.69,67.83,19.88,35.7,71.4,0,0.08003174751388957,0.10640085905037587,0.10496288342126156,0.13716793501097166,0.18053130398244552,0.21416499369718475,0.13720995377935485
553,2498.88,34,0,0,0,1802.34,1678.47,1673.22,1492.94,1475.91,1477.05,78.54,71.93,71.4,53.55,60.69,71.4,0,0.4089151940069151,0.4093713983864771,0.4025563452426687,0.330412024587015,0.3283110833653477,0.2787408759124088,0.3597178202501388
554,10709.51,50,0,0,0,801.18,1112.9,945.15,991.77,832.66,1754.43,1112.9,945.15,991.77,832.66,1754.43,469.93,0,0.8361801800455856,0.9222504110832336,0.9073935222059646,0.9117466625457188,0.8960830140688043,0.9251898546245346,0.8998072740956401
555,713.97,22,0,0,2,357.09,475.82,414.56,383.76,378.62,259.28,150.33,0.0,8.46,8.64,5.82,0.79,0,0.6368474865890724,0.4696976063420032,0.4624984243035422,0.4193593568357214,0.33355743238511426,0.4998529349972689,0.4703022069087871
556,6425.7,34,0,0,0,1488.59,1528.32,1575.44,877.97,916.95,956.0,64.26,74.97,53.55,53.55,53.55,42.84,0,0.8512224349098153,0.8572995938185723,0.8633658589725632,0.7548220427346437,0.7621550959428545,0.7683380798979099,0.8095338510460599
557,4283.8,53,2,0,0,2390.47,2455.33,2528.51,2554.47,2607.84,2659.6,124.94,135.65,89.25,100.1,100.67,107.1,1,0.37914935337784217,0.3912320836640366,0.4036906484896588,0.40975068864092623,0.4268336523647229,0.4419744152388068,0.4087718069626656
558,14993.31,33,2,0,0,289.76,743.85,771.44,380.33,158.04,64.26,743.85,39.91,380.47,226.36,0.0,0.11,0,0.9957140884834637,0.9894592988472858,0.9746333531421679,0.9485477189493179,0.950387872991354,0.9806740472917588,0.9732360632842246
559,8924.59,44,0,0,0,836.7,0.0,137.44,0.0,1166.98,1325.87,0.0,137.44,0.0,1166.98,178.49,178.49,0,0.8514363124804613,0.8692399314702413,1.0,0.9845998527663457,1.0,0.9062477940163076,0.9352539817888929
560,6425.7,28,0,0,0,10.71,12.14,-4.28,14.99,16.42,16.42,17.85,0.0,35.7,17.85,16.42,21.78,0,0.9974446363820284,0.9974446363820284,0.9976671802293914,1.0006660752914078,0.9981107116734363,0.9983332555207992,0.9982777492465154
561,8210.62,38,0,0,0,2420.71,2199.09,1724.02,1757.86,1743.19,1825.08,70.68,65.08,63.22,67.68,115.38,72.32,0,0.7777171516889102,0.7876908199380801,0.785904109555673,0.7900256009899373,0.7321651714486848,0.7051732999456801,0.7631126922611609
562,4997.77,37,0,0,0,357.88,349.38,290.12,315.93,330.64,206.66,71.4,35.7,71.4,71.4,35.7,71.4,0,0.9586495577027354,0.9338424937522134,0.9367858064696856,0.941950109748948,0.9300928213983436,0.9283920628600356,0.9382854753219936
563,8210.62,30,0,0,0,6815.49,6846.41,5876.02,4875.29,4980.71,4720.71,257.53,223.61,356.98,179.49,178.49,178.49,0,0.4250482911156527,0.3933819857696496,0.4062214546526329,0.2843390633106879,0.16615188621565738,0.16991774068218976,0.3075100702910784
564,14993.31,29,0,0,0,2008.21,4327.18,4731.32,4701.62,11818.26,11743.26,2553.72,447.51,417.81,7570.16,462.58,457.62,0,0.21676667793836046,0.21176444694333668,0.6864188094556838,0.6844379259816545,0.7113926144393733,0.8660595959131105,0.5628066784452532
565,1784.92,32,0,0,3,545.33,706.72,685.59,663.99,703.15,722.64,171.35,0.0,0.0,60.69,35.7,0.0,1,0.5951415189476279,0.6060607758330905,0.6280001344598077,0.6158987517647849,0.6040606861932187,0.6944793043945948,0.6239401952655207
566,3926.82,49,0,0,0,2697.55,2314.43,1734.44,1728.87,1718.88,1723.2,143.11,178.49,71.4,71.4,71.4,64.26,0,0.5611716350634864,0.5622717618836616,0.5597277186120067,0.558309268059142,0.41060960268104985,0.31304465190663183,0.4941891063676631
567,11423.47,50,0,0,0,71.36,26.02,87.89,441.23,390.65,342.6,26.06,88.25,441.23,0.0,8.46,121.98,0,0.970009112817734,0.9658028602517448,0.9613751338253612,0.9923061906758629,0.9977222332618724,0.9937532115898232,0.9801614570703996
568,8924.59,30,1,0,0,0.0,0.0,0.0,24.99,5.35,7.14,0.0,0.0,24.99,5.35,7.14,0.0,0,0.9991999632476114,0.9994005326855352,0.9971998713666398,1.0,1.0,1.0,0.9993000612166312
